EIA_ID,month,nameplate,capability
2,Jan,53.9,53
2,Feb,53.9,53
2,Mar,53.9,53
2,Apr,53.9,53
2,May,53.9,53
2,Jun,53.9,53
2,Jul,53.9,53
2,Aug,53.9,53
2,Sep,53.9,53
2,Oct,53.9,53
2,Nov,53.9,53
2,Dec,53.9,53
4,Jan,225,224.1
4,Feb,225,224.1
4,Mar,225,224.1
4,Apr,225,224.1
4,May,225,224.1
4,Jun,225,224.1
4,Jul,225,224.1
4,Aug,225,224.1
4,Sep,225,224.1
4,Oct,225,224.1
4,Nov,225,224.1
4,Dec,225,224.1
11,Jan,72.9,68.1
11,Feb,72.9,68.1
11,Mar,72.9,69.6
11,Apr,72.9,69.6
11,May,72.9,69.6
11,Jun,72.9,71.1
11,Jul,72.9,71.1
11,Aug,72.9,71.1
11,Sep,72.9,69.6
11,Oct,72.9,69.6
11,Nov,72.9,69.6
11,Dec,72.9,68.1
12,Jan,46.9,48
12,Feb,46.9,48
12,Mar,46.9,48
12,Apr,46.9,48
12,May,46.9,48
12,Jun,46.9,48
12,Jul,46.9,48
12,Aug,46.9,48
12,Sep,46.9,48
12,Oct,46.9,48
12,Nov,46.9,48
12,Dec,46.9,48
13,Jan,100,130
13,Feb,100,130
13,Mar,100,129.6
13,Apr,100,129.6
13,May,100,129.6
13,Jun,100,129.2
13,Jul,100,129.2
13,Aug,100,129.2
13,Sep,100,129.6
13,Oct,100,129.6
13,Nov,100,129.6
13,Dec,100,130
14,Jan,128.1,119.1
14,Feb,128.1,119.1
14,Mar,128.1,124.05
14,Apr,128.1,124.05
14,May,128.1,124.05
14,Jun,128.1,129
14,Jul,128.1,129
14,Aug,128.1,129
14,Sep,128.1,124.05
14,Oct,128.1,124.05
14,Nov,128.1,124.05
14,Dec,128.1,119.1
15,Jan,177,181.8
15,Feb,177,181.8
15,Mar,177,180.9
15,Apr,177,180.9
15,May,177,180.9
15,Jun,177,180
15,Jul,177,180
15,Aug,177,180
15,Sep,177,180.9
15,Oct,177,180.9
15,Nov,177,180.9
15,Dec,177,181.8
16,Jan,210.6,172.9
16,Feb,210.6,172.9
16,Mar,210.6,177.5
16,Apr,210.6,177.5
16,May,210.6,177.5
16,Jun,210.6,182.1
16,Jul,210.6,182.1
16,Aug,210.6,182.1
16,Sep,210.6,177.5
16,Oct,210.6,177.5
16,Nov,210.6,177.5
16,Dec,210.6,172.9
17,Jan,170,164.9
17,Feb,170,164.9
17,Mar,170,164
17,Apr,170,164
17,May,170,164
17,Jun,170,163.1
17,Jul,170,163.1
17,Aug,170,163.1
17,Sep,170,164
17,Oct,170,164
17,Nov,170,164
17,Dec,170,164.9
18,Jan,181,175
18,Feb,181,175
18,Mar,181,176.5
18,Apr,181,176.5
18,May,181,176.5
18,Jun,181,178
18,Jul,181,178
18,Aug,181,178
18,Sep,181,176.5
18,Oct,181,176.5
18,Nov,181,176.5
18,Dec,181,175
19,Jan,91,77.9
19,Feb,91,77.9
19,Mar,91,78.9
19,Apr,91,78.9
19,May,91,78.9
19,Jun,91,79.9
19,Jul,91,79.9
19,Aug,91,79.9
19,Sep,91,78.9
19,Oct,91,78.9
19,Nov,91,78.9
19,Dec,91,77.9
20,Jan,87.6,72.9
20,Feb,87.6,72.9
20,Mar,87.6,76.95
20,Apr,87.6,76.95
20,May,87.6,76.95
20,Jun,87.6,81
20,Jul,87.6,81
20,Aug,87.6,81
20,Sep,87.6,76.95
20,Oct,87.6,76.95
20,Nov,87.6,76.95
20,Dec,87.6,72.9
21,Jan,50.5,45
21,Feb,50.5,45
21,Mar,50.5,44.5
21,Apr,50.5,44.5
21,May,50.5,44.5
21,Jun,50.5,44
21,Jul,50.5,44
21,Aug,50.5,44
21,Sep,50.5,44.5
21,Oct,50.5,44.5
21,Nov,50.5,44.5
21,Dec,50.5,45
34,Jan,12.1,12.1
34,Feb,12.1,12.1
34,Mar,12.1,12.1
34,Apr,12.1,12.1
34,May,12.1,12.1
34,Jun,12.1,12.1
34,Jul,12.1,12.1
34,Aug,12.1,12.1
34,Sep,12.1,12.1
34,Oct,12.1,12.1
34,Nov,12.1,12.1
34,Dec,12.1,12.1
38,Jan,101.1,90
38,Feb,101.1,90
38,Mar,101.1,90
38,Apr,101.1,90
38,May,101.1,90
38,Jun,101.1,90
38,Jul,101.1,90
38,Aug,101.1,90
38,Sep,101.1,90
38,Oct,101.1,90
38,Nov,101.1,90
38,Dec,101.1,90
48,Jan,115.2,124.5
48,Feb,115.2,124.5
48,Mar,115.2,123.6
48,Apr,115.2,123.6
48,May,115.2,123.6
48,Jun,115.2,122.7
48,Jul,115.2,122.7
48,Aug,115.2,122.7
48,Sep,115.2,123.6
48,Oct,115.2,123.6
48,Nov,115.2,123.6
48,Dec,115.2,124.5
49,Jan,404,366
49,Feb,404,366
49,Mar,404,382.1
49,Apr,404,382.1
49,May,404,382.1
49,Jun,404,398.2
49,Jul,404,398.2
49,Aug,404,398.2
49,Sep,404,382.1
49,Oct,404,382.1
49,Nov,404,382.1
49,Dec,404,366
53,Jan,3,2.8
53,Feb,3,2.8
53,Mar,3,2.8
53,Apr,3,2.8
53,May,3,2.8
53,Jun,3,2.8
53,Jul,3,2.8
53,Aug,3,2.8
53,Sep,3,2.8
53,Oct,3,2.8
53,Nov,3,2.8
53,Dec,3,2.8
55,Jan,5.2,5.4
55,Feb,5.2,5.4
55,Mar,5.2,5.4
55,Apr,5.2,5.4
55,May,5.2,5.4
55,Jun,5.2,5.4
55,Jul,5.2,5.4
55,Aug,5.2,5.4
55,Sep,5.2,5.4
55,Oct,5.2,5.4
55,Nov,5.2,5.4
55,Dec,5.2,5.4
72,Jan,10.1,10.1
72,Feb,10.1,10.1
72,Mar,10.1,10.1
72,Apr,10.1,10.1
72,May,10.1,10.1
72,Jun,10.1,10.1
72,Jul,10.1,10.1
72,Aug,10.1,10.1
72,Sep,10.1,10.1
72,Oct,10.1,10.1
72,Nov,10.1,10.1
72,Dec,10.1,10.1
88,Jan,4.6,4.6
88,Feb,4.6,4.6
88,Mar,4.6,4.6
88,Apr,4.6,4.6
88,May,4.6,4.6
88,Jun,4.6,4.6
88,Jul,4.6,4.6
88,Aug,4.6,4.6
88,Sep,4.6,4.6
88,Oct,4.6,4.6
88,Nov,4.6,4.6
88,Dec,4.6,4.6
100,Jan,1.4,1.4
100,Feb,1.4,1.4
100,Mar,1.4,1.4
100,Apr,1.4,1.4
100,May,1.4,1.4
100,Jun,1.4,1.4
100,Jul,1.4,1.4
100,Aug,1.4,1.4
100,Sep,1.4,1.4
100,Oct,1.4,1.4
100,Nov,1.4,1.4
100,Dec,1.4,1.4
143,Jan,3,3
143,Feb,3,3
143,Mar,3,3
143,Apr,3,3
143,May,3,3
143,Jun,3,3
143,Jul,3,3
143,Aug,3,3
143,Sep,3,3
143,Oct,3,3
143,Nov,3,3
143,Dec,3,3
145,Jan,129.5,149
145,Feb,129.5,149
145,Mar,129.5,149
145,Apr,129.5,149
145,May,129.5,149
145,Jun,129.5,149
145,Jul,129.5,149
145,Aug,129.5,149
145,Sep,129.5,149
145,Oct,129.5,149
145,Nov,129.5,149
145,Dec,129.5,149
148,Jan,63.5,68.8
148,Feb,63.5,68.8
148,Mar,63.5,68.8
148,Apr,63.5,68.8
148,May,63.5,68.8
148,Jun,63.5,68.8
148,Jul,63.5,68.8
148,Aug,63.5,68.8
148,Sep,63.5,68.8
148,Oct,63.5,68.8
148,Nov,63.5,68.8
148,Dec,63.5,68.8
149,Jan,36,36
149,Feb,36,36
149,Mar,36,36
149,Apr,36,36
149,May,36,36
149,Jun,36,36
149,Jul,36,36
149,Aug,36,36
149,Sep,36,36
149,Oct,36,36
149,Nov,36,36
149,Dec,36,36
150,Jan,13,13
150,Feb,13,13
150,Mar,13,13
150,Apr,13,13
150,May,13,13
150,Jun,13,13
150,Jul,13,13
150,Aug,13,13
150,Sep,13,13
150,Oct,13,13
150,Nov,13,13
150,Dec,13,13
152,Jan,254.8,254.8
152,Feb,254.8,254.8
152,Mar,254.8,254.8
152,Apr,254.8,254.8
152,May,254.8,254.8
152,Jun,254.8,254.8
152,Jul,254.8,254.8
152,Aug,254.8,254.8
152,Sep,254.8,254.8
152,Oct,254.8,254.8
152,Nov,254.8,254.8
152,Dec,254.8,254.8
153,Jan,1312,1312
153,Feb,1312,1312
153,Mar,1312,1312
153,Apr,1312,1312
153,May,1312,1312
153,Jun,1312,1312
153,Jul,1312,1312
153,Aug,1312,1312
153,Sep,1312,1312
153,Oct,1312,1312
153,Nov,1312,1312
153,Dec,1312,1312
154,Jan,1039.4,1039.4
154,Feb,1039.4,1039.4
154,Mar,1039.4,1039.4
154,Apr,1039.4,1039.4
154,May,1039.4,1039.4
154,Jun,1039.4,1039.4
154,Jul,1039.4,1039.4
154,Aug,1039.4,1039.4
154,Sep,1039.4,1039.4
154,Oct,1039.4,1039.4
154,Nov,1039.4,1039.4
154,Dec,1039.4,1039.4
159,Jan,1.5,1
159,Feb,1.5,1
159,Mar,1.5,1
159,Apr,1.5,1
159,May,1.5,1
159,Jun,1.5,1
159,Jul,1.5,1
159,Aug,1.5,1
159,Sep,1.5,1
159,Oct,1.5,1
159,Nov,1.5,1
159,Dec,1.5,1
161,Jan,3.3,3.3
161,Feb,3.3,3.3
161,Mar,3.3,3.3
161,Apr,3.3,3.3
161,May,3.3,3.3
161,Jun,3.3,3.3
161,Jul,3.3,3.3
161,Aug,3.3,3.3
161,Sep,3.3,3.3
161,Oct,3.3,3.3
161,Nov,3.3,3.3
161,Dec,3.3,3.3
162,Jan,1,1
162,Feb,1,1
162,Mar,1,1
162,Apr,1,1
162,May,1,1
162,Jun,1,1
162,Jul,1,1
162,Aug,1,1
162,Sep,1,1
162,Oct,1,1
162,Nov,1,1
162,Dec,1,1
166,Jan,56,61.7
166,Feb,56,61.7
166,Mar,56,61.7
166,Apr,56,61.7
166,May,56,61.7
166,Jun,56,61.7
166,Jul,56,61.7
166,Aug,56,61.7
166,Sep,56,61.7
166,Oct,56,61.7
166,Nov,56,61.7
166,Dec,56,61.7
174,Jan,9,11.4
174,Feb,9,11.4
174,Mar,9,11.4
174,Apr,9,11.4
174,May,9,11.4
174,Jun,9,11.4
174,Jul,9,11.4
174,Aug,9,11.4
174,Sep,9,11.4
174,Oct,9,11.4
174,Nov,9,11.4
174,Dec,9,11.4
180,Jan,1,0.9
180,Feb,1,0.9
180,Mar,1,0.9
180,Apr,1,0.9
180,May,1,0.9
180,Jun,1,0.9
180,Jul,1,0.9
180,Aug,1,0.9
180,Sep,1,0.9
180,Oct,1,0.9
180,Nov,1,0.9
180,Dec,1,0.9
182,Jan,112,128.8
182,Feb,112,128.8
182,Mar,112,128.8
182,Apr,112,128.8
182,May,112,128.8
182,Jun,112,128.8
182,Jul,112,128.8
182,Aug,112,128.8
182,Sep,112,128.8
182,Oct,112,128.8
182,Nov,112,128.8
182,Dec,112,128.8
187,Jan,68,68
187,Feb,68,68
187,Mar,68,68
187,Apr,68,68
187,May,68,68
187,Jun,68,68
187,Jul,68,68
187,Aug,68,68
187,Sep,68,68
187,Oct,68,68
187,Nov,68,68
187,Dec,68,68
188,Jan,96,90
188,Feb,96,90
188,Mar,96,90
188,Apr,96,90
188,May,96,90
188,Jun,96,90
188,Jul,96,90
188,Aug,96,90
188,Sep,96,90
188,Oct,96,90
188,Nov,96,90
188,Dec,96,90
195,Jan,25.5,29.1
195,Feb,25.5,29.1
195,Mar,25.5,29.1
195,Apr,25.5,29.1
195,May,25.5,29.1
195,Jun,25.5,29.1
195,Jul,25.5,29.1
195,Aug,25.5,29.1
195,Sep,25.5,29.1
195,Oct,25.5,29.1
195,Nov,25.5,29.1
195,Dec,25.5,29.1
196,Jan,80.4,80
196,Feb,80.4,80
196,Mar,80.4,80
196,Apr,80.4,80
196,May,80.4,80
196,Jun,80.4,80
196,Jul,80.4,80
196,Aug,80.4,80
196,Sep,80.4,80
196,Oct,80.4,80
196,Nov,80.4,80
196,Dec,80.4,80
197,Jan,75,75
197,Feb,75,75
197,Mar,75,75
197,Apr,75,75
197,May,75,75
197,Jun,75,75
197,Jul,75,75
197,Aug,75,75
197,Sep,75,75
197,Oct,75,75
197,Nov,75,75
197,Dec,75,75
198,Jan,340,370
198,Feb,340,370
198,Mar,340,370
198,Apr,340,370
198,May,340,370
198,Jun,340,370
198,Jul,340,370
198,Aug,340,370
198,Sep,340,370
198,Oct,340,370
198,Nov,340,370
198,Dec,340,370
199,Jan,160.8,140
199,Feb,160.8,140
199,Mar,160.8,140
199,Apr,160.8,140
199,May,160.8,140
199,Jun,160.8,140
199,Jul,160.8,140
199,Aug,160.8,140
199,Sep,160.8,140
199,Oct,160.8,140
199,Nov,160.8,140
199,Dec,160.8,140
214,Jan,1,1
214,Feb,1,1
214,Mar,1,1
214,Apr,1,1
214,May,1,1
214,Jun,1,1
214,Jul,1,1
214,Aug,1,1
214,Sep,1,1
214,Oct,1,1
214,Nov,1,1
214,Dec,1,1
215,Jan,1.4,1
215,Feb,1.4,1
215,Mar,1.4,0.85
215,Apr,1.4,0.85
215,May,1.4,0.85
215,Jun,1.4,0.7
215,Jul,1.4,0.7
215,Aug,1.4,0.7
215,Sep,1.4,0.85
215,Oct,1.4,0.85
215,Nov,1.4,0.85
215,Dec,1.4,1
217,Jan,31,34
217,Feb,31,34
217,Mar,31,34
217,Apr,31,34
217,May,31,34
217,Jun,31,34
217,Jul,31,34
217,Aug,31,34
217,Sep,31,34
217,Oct,31,34
217,Nov,31,34
217,Dec,31,34
218,Jan,97.2,105
218,Feb,97.2,105
218,Mar,97.2,105
218,Apr,97.2,105
218,May,97.2,105
218,Jun,97.2,105
218,Jul,97.2,105
218,Aug,97.2,105
218,Sep,97.2,105
218,Oct,97.2,105
218,Nov,97.2,105
218,Dec,97.2,105
219,Jan,117.9,125
219,Feb,117.9,125
219,Mar,117.9,125
219,Apr,117.9,125
219,May,117.9,125
219,Jun,117.9,125
219,Jul,117.9,125
219,Aug,117.9,125
219,Sep,117.9,125
219,Oct,117.9,125
219,Nov,117.9,125
219,Dec,117.9,125
220,Jan,66,65
220,Feb,66,65
220,Mar,66,65
220,Apr,66,65
220,May,66,65
220,Jun,66,65
220,Jul,66,65
220,Aug,66,65
220,Sep,66,65
220,Oct,66,65
220,Nov,66,65
220,Dec,66,65
221,Jan,40,41
221,Feb,40,41
221,Mar,40,41
221,Apr,40,41
221,May,40,41
221,Jun,40,41
221,Jul,40,41
221,Aug,40,41
221,Sep,40,41
221,Oct,40,41
221,Nov,40,41
221,Dec,40,41
222,Jan,73.8,75
222,Feb,73.8,75
222,Mar,73.8,75
222,Apr,73.8,75
222,May,73.8,75
222,Jun,73.8,75
222,Jul,73.8,75
222,Aug,73.8,75
222,Sep,73.8,75
222,Oct,73.8,75
222,Nov,73.8,75
222,Dec,73.8,75
223,Jan,117.9,120
223,Feb,117.9,120
223,Mar,117.9,120
223,Apr,117.9,120
223,May,117.9,120
223,Jun,117.9,120
223,Jul,117.9,120
223,Aug,117.9,120
223,Sep,117.9,120
223,Oct,117.9,120
223,Nov,117.9,120
223,Dec,117.9,120
224,Jan,6.4,6.4
224,Feb,6.4,6.4
224,Mar,6.4,6.4
224,Apr,6.4,6.4
224,May,6.4,6.4
224,Jun,6.4,6.4
224,Jul,6.4,6.4
224,Aug,6.4,6.4
224,Sep,6.4,6.4
224,Oct,6.4,6.4
224,Nov,6.4,6.4
224,Dec,6.4,6.4
225,Jan,7,7
225,Feb,7,7
225,Mar,7,7
225,Apr,7,7
225,May,7,7
225,Jun,7,7
225,Jul,7,7
225,Aug,7,7
225,Sep,7,7
225,Oct,7,7
225,Nov,7,7
225,Dec,7,7
227,Jan,12.1,13
227,Feb,12.1,13
227,Mar,12.1,13
227,Apr,12.1,13
227,May,12.1,13
227,Jun,12.1,13
227,Jul,12.1,13
227,Aug,12.1,13
227,Sep,12.1,13
227,Oct,12.1,13
227,Nov,12.1,13
227,Dec,12.1,13
229,Jan,1.4,1.8
229,Feb,1.4,1.8
229,Mar,1.4,1.8
229,Apr,1.4,1.8
229,May,1.4,1.8
229,Jun,1.4,1.8
229,Jul,1.4,1.8
229,Aug,1.4,1.8
229,Sep,1.4,1.8
229,Oct,1.4,1.8
229,Nov,1.4,1.8
229,Dec,1.4,1.8
231,Jan,73.8,70
231,Feb,73.8,70
231,Mar,73.8,70
231,Apr,73.8,70
231,May,73.8,70
231,Jun,73.8,70
231,Jul,73.8,70
231,Aug,73.8,70
231,Sep,73.8,70
231,Oct,73.8,70
231,Nov,73.8,70
231,Dec,73.8,70
232,Jan,18.4,18.5
232,Feb,18.4,18.5
232,Mar,18.4,18.5
232,Apr,18.4,18.5
232,May,18.4,18.5
232,Jun,18.4,18.5
232,Jul,18.4,18.5
232,Aug,18.4,18.5
232,Sep,18.4,18.5
232,Oct,18.4,18.5
232,Nov,18.4,18.5
232,Dec,18.4,18.5
233,Jan,5.5,5.7
233,Feb,5.5,5.7
233,Mar,5.5,5.7
233,Apr,5.5,5.7
233,May,5.5,5.7
233,Jun,5.5,5.7
233,Jul,5.5,5.7
233,Aug,5.5,5.7
233,Sep,5.5,5.7
233,Oct,5.5,5.7
233,Nov,5.5,5.7
233,Dec,5.5,5.7
235,Jan,49.2,54
235,Feb,49.2,54
235,Mar,49.2,54
235,Apr,49.2,54
235,May,49.2,54
235,Jun,49.2,54
235,Jul,49.2,54
235,Aug,49.2,54
235,Sep,49.2,54
235,Oct,49.2,54
235,Nov,49.2,54
235,Dec,49.2,54
236,Jan,53.1,49.5
236,Feb,53.1,49.5
236,Mar,53.1,49.5
236,Apr,53.1,49.5
236,May,53.1,49.5
236,Jun,53.1,49.5
236,Jul,53.1,49.5
236,Aug,53.1,49.5
236,Sep,53.1,49.5
236,Oct,53.1,49.5
236,Nov,53.1,49.5
236,Dec,53.1,49.5
237,Jan,22,22
237,Feb,22,22
237,Mar,22,22
237,Apr,22,22
237,May,22,22
237,Jun,22,22
237,Jul,22,22
237,Aug,22,22
237,Sep,22,22
237,Oct,22,22
237,Nov,22,22
237,Dec,22,22
238,Jan,20,21.1
238,Feb,20,21.1
238,Mar,20,20.95
238,Apr,20,20.95
238,May,20,20.95
238,Jun,20,20.8
238,Jul,20,20.8
238,Aug,20,20.8
238,Sep,20,20.95
238,Oct,20,20.95
238,Nov,20,20.95
238,Dec,20,21.1
239,Jan,102.5,98
239,Feb,102.5,98
239,Mar,102.5,98
239,Apr,102.5,98
239,May,102.5,98
239,Jun,102.5,98
239,Jul,102.5,98
239,Aug,102.5,98
239,Sep,102.5,98
239,Oct,102.5,98
239,Nov,102.5,98
239,Dec,102.5,98
240,Jan,135,144
240,Feb,135,144
240,Mar,135,144
240,Apr,135,144
240,May,135,144
240,Jun,135,144
240,Jul,135,144
240,Aug,135,144
240,Sep,135,144
240,Oct,135,144
240,Nov,135,144
240,Dec,135,144
241,Jan,13.6,11
241,Feb,13.6,11
241,Mar,13.6,11
241,Apr,13.6,11
241,May,13.6,11
241,Jun,13.6,11
241,Jul,13.6,11
241,Aug,13.6,11
241,Sep,13.6,11
241,Oct,13.6,11
241,Nov,13.6,11
241,Dec,13.6,11
242,Jan,5.3,4.8
242,Feb,5.3,4.8
242,Mar,5.3,4.8
242,Apr,5.3,4.8
242,May,5.3,4.8
242,Jun,5.3,4.8
242,Jul,5.3,4.8
242,Aug,5.3,4.8
242,Sep,5.3,4.8
242,Oct,5.3,4.8
242,Nov,5.3,4.8
242,Dec,5.3,4.8
243,Jan,10,8.5
243,Feb,10,8.5
243,Mar,10,8.5
243,Apr,10,8.5
243,May,10,8.5
243,Jun,10,8.5
243,Jul,10,8.5
243,Aug,10,8.5
243,Sep,10,8.5
243,Oct,10,8.5
243,Nov,10,8.5
243,Dec,10,8.5
244,Jan,10,8.5
244,Feb,10,8.5
244,Mar,10,8.5
244,Apr,10,8.5
244,May,10,8.5
244,Jun,10,8.5
244,Jul,10,8.5
244,Aug,10,8.5
244,Sep,10,8.5
244,Oct,10,8.5
244,Nov,10,8.5
244,Dec,10,8.5
248,Jan,7.6,8
248,Feb,7.6,8
248,Mar,7.6,8
248,Apr,7.6,8
248,May,7.6,8
248,Jun,7.6,8
248,Jul,7.6,8
248,Aug,7.6,8
248,Sep,7.6,8
248,Oct,7.6,8
248,Nov,7.6,8
248,Dec,7.6,8
249,Jan,168.6,172
249,Feb,168.6,172
249,Mar,168.6,172
249,Apr,168.6,172
249,May,168.6,172
249,Jun,168.6,172
249,Jul,168.6,172
249,Aug,168.6,172
249,Sep,168.6,172
249,Oct,168.6,172
249,Nov,168.6,172
249,Dec,168.6,172
250,Jan,22.6,25.2
250,Feb,22.6,25.2
250,Mar,22.6,25.2
250,Apr,22.6,25.2
250,May,22.6,25.2
250,Jun,22.6,25.2
250,Jul,22.6,25.2
250,Aug,22.6,25.2
250,Sep,22.6,25.2
250,Oct,22.6,25.2
250,Nov,22.6,25.2
250,Dec,22.6,25.2
253,Jan,1.5,1.6
253,Feb,1.5,1.6
253,Mar,1.5,1.6
253,Apr,1.5,1.6
253,May,1.5,1.6
253,Jun,1.5,1.6
253,Jul,1.5,1.6
253,Aug,1.5,1.6
253,Sep,1.5,1.6
253,Oct,1.5,1.6
253,Nov,1.5,1.6
253,Dec,1.5,1.6
254,Jan,48.6,52
254,Feb,48.6,52
254,Mar,48.6,52
254,Apr,48.6,52
254,May,48.6,52
254,Jun,48.6,52
254,Jul,48.6,52
254,Aug,48.6,52
254,Sep,48.6,52
254,Oct,48.6,52
254,Nov,48.6,52
254,Dec,48.6,52
255,Jan,2,2
255,Feb,2,2
255,Mar,2,2
255,Apr,2,2
255,May,2,2
255,Jun,2,2
255,Jul,2,2
255,Aug,2,2
255,Sep,2,2
255,Oct,2,2
255,Nov,2,2
255,Dec,2,2
258,Jan,3.4,3.5
258,Feb,3.4,3.5
258,Mar,3.4,3.5
258,Apr,3.4,3.5
258,May,3.4,3.5
258,Jun,3.4,3.5
258,Jul,3.4,3.5
258,Aug,3.4,3.5
258,Sep,3.4,3.5
258,Oct,3.4,3.5
258,Nov,3.4,3.5
258,Dec,3.4,3.5
261,Jan,3.6,2
261,Feb,3.6,2
261,Mar,3.6,1.85
261,Apr,3.6,1.85
261,May,3.6,1.85
261,Jun,3.6,1.7
261,Jul,3.6,1.7
261,Aug,3.6,1.7
261,Sep,3.6,1.85
261,Oct,3.6,1.85
261,Nov,3.6,1.85
261,Dec,3.6,2
262,Jan,10.2,12
262,Feb,10.2,12
262,Mar,10.2,12
262,Apr,10.2,12
262,May,10.2,12
262,Jun,10.2,12
262,Jul,10.2,12
262,Aug,10.2,12
262,Sep,10.2,12
262,Oct,10.2,12
262,Nov,10.2,12
262,Dec,10.2,12
264,Jan,1.6,2
264,Feb,1.6,2
264,Mar,1.6,2
264,Apr,1.6,2
264,May,1.6,2
264,Jun,1.6,2
264,Jul,1.6,2
264,Aug,1.6,2
264,Sep,1.6,2
264,Oct,1.6,2
264,Nov,1.6,2
264,Dec,1.6,2
265,Jan,69.2,61
265,Feb,69.2,61
265,Mar,69.2,61
265,Apr,69.2,61
265,May,69.2,61
265,Jun,69.2,61
265,Jul,69.2,61
265,Aug,69.2,61
265,Sep,69.2,61
265,Oct,69.2,61
265,Nov,69.2,61
265,Dec,69.2,61
266,Jan,80.1,69.9
266,Feb,80.1,69.9
266,Mar,80.1,69.9
266,Apr,80.1,69.9
266,May,80.1,69.9
266,Jun,80.1,69.9
266,Jul,80.1,69.9
266,Aug,80.1,69.9
266,Sep,80.1,69.9
266,Oct,80.1,69.9
266,Nov,80.1,69.9
266,Dec,80.1,69.9
267,Jan,103.4,95
267,Feb,103.4,95
267,Mar,103.4,95
267,Apr,103.4,95
267,May,103.4,95
267,Jun,103.4,95
267,Jul,103.4,95
267,Aug,103.4,95
267,Sep,103.4,95
267,Oct,103.4,95
267,Nov,103.4,95
267,Dec,103.4,95
268,Jan,141.6,160
268,Feb,141.6,160
268,Mar,141.6,160
268,Apr,141.6,160
268,May,141.6,160
268,Jun,141.6,160
268,Jul,141.6,160
268,Aug,141.6,160
268,Sep,141.6,160
268,Oct,141.6,160
268,Nov,141.6,160
268,Dec,141.6,160
269,Jan,79.2,80
269,Feb,79.2,80
269,Mar,79.2,80
269,Apr,79.2,80
269,May,79.2,80
269,Jun,79.2,80
269,Jul,79.2,80
269,Aug,79.2,80
269,Sep,79.2,80
269,Oct,79.2,80
269,Nov,79.2,80
269,Dec,79.2,80
270,Jan,109.8,113
270,Feb,109.8,113
270,Mar,109.8,113
270,Apr,109.8,113
270,May,109.8,113
270,Jun,109.8,113
270,Jul,109.8,113
270,Aug,109.8,113
270,Sep,109.8,113
270,Oct,109.8,113
270,Nov,109.8,113
270,Dec,109.8,113
272,Jan,142.8,120
272,Feb,142.8,120
272,Mar,142.8,120
272,Apr,142.8,120
272,May,142.8,120
272,Jun,142.8,120
272,Jul,142.8,120
272,Aug,142.8,120
272,Sep,142.8,120
272,Oct,142.8,120
272,Nov,142.8,120
272,Dec,142.8,120
274,Jan,9.4,9.2
274,Feb,9.4,9.2
274,Mar,9.4,9.2
274,Apr,9.4,9.2
274,May,9.4,9.2
274,Jun,9.4,9.2
274,Jul,9.4,9.2
274,Aug,9.4,9.2
274,Sep,9.4,9.2
274,Oct,9.4,9.2
274,Nov,9.4,9.2
274,Dec,9.4,9.2
275,Jan,126,126
275,Feb,126,126
275,Mar,126,126
275,Apr,126,126
275,May,126,126
275,Jun,126,126
275,Jul,126,126
275,Aug,126,126
275,Sep,126,126
275,Oct,126,126
275,Nov,126,126
275,Dec,126,126
276,Jan,2.8,3.2
276,Feb,2.8,3.2
276,Mar,2.8,3.2
276,Apr,2.8,3.2
276,May,2.8,3.2
276,Jun,2.8,3.2
276,Jul,2.8,3.2
276,Aug,2.8,3.2
276,Sep,2.8,3.2
276,Oct,2.8,3.2
276,Nov,2.8,3.2
276,Dec,2.8,3.2
277,Jan,4,4.2
277,Feb,4,4.2
277,Mar,4,4.2
277,Apr,4,4.2
277,May,4,4.2
277,Jun,4,4.2
277,Jul,4,4.2
277,Aug,4,4.2
277,Sep,4,4.2
277,Oct,4,4.2
277,Nov,4,4.2
277,Dec,4,4.2
279,Jan,42,44
279,Feb,42,44
279,Mar,42,44
279,Apr,42,44
279,May,42,44
279,Jun,42,44
279,Jul,42,44
279,Aug,42,44
279,Sep,42,44
279,Oct,42,44
279,Nov,42,44
279,Dec,42,44
280,Jan,6.7,7
280,Feb,6.7,7
280,Mar,6.7,7
280,Apr,6.7,7
280,May,6.7,7
280,Jun,6.7,7
280,Jul,6.7,7
280,Aug,6.7,7
280,Sep,6.7,7
280,Oct,6.7,7
280,Nov,6.7,7
280,Dec,6.7,7
281,Jan,7,7
281,Feb,7,7
281,Mar,7,7
281,Apr,7,7
281,May,7,7
281,Jun,7,7
281,Jul,7,7
281,Aug,7,7
281,Sep,7,7
281,Oct,7,7
281,Nov,7,7
281,Dec,7,7
282,Jan,3.7,4.4
282,Feb,3.7,4.4
282,Mar,3.7,4.4
282,Apr,3.7,4.4
282,May,3.7,4.4
282,Jun,3.7,4.4
282,Jul,3.7,4.4
282,Aug,3.7,4.4
282,Sep,3.7,4.4
282,Oct,3.7,4.4
282,Nov,3.7,4.4
282,Dec,3.7,4.4
283,Jan,6.6,5.8
283,Feb,6.6,5.8
283,Mar,6.6,5.8
283,Apr,6.6,5.8
283,May,6.6,5.8
283,Jun,6.6,5.8
283,Jul,6.6,5.8
283,Aug,6.6,5.8
283,Sep,6.6,5.8
283,Oct,6.6,5.8
283,Nov,6.6,5.8
283,Dec,6.6,5.8
284,Jan,6,7
284,Feb,6,7
284,Mar,6,7
284,Apr,6,7
284,May,6,7
284,Jun,6,7
284,Jul,6,7
284,Aug,6,7
284,Sep,6,7
