EIA_ID,month,nameplate,capability
1508,Aug,7.7,7.7
1508,Sep,7.7,7.7
1508,Oct,7.7,7.7
1508,Nov,7.7,7.7
1508,Dec,7.7,7.7
1509,Jan,12,13.2
1509,Feb,12,13.2
1509,Mar,12,13.2
1509,Apr,12,13.2
1509,May,12,13.2
1509,Jun,12,13.2
1509,Jul,12,13.2
1509,Aug,12,13.2
1509,Sep,12,13.2
1509,Oct,12,13.2
1509,Nov,12,13.2
1509,Dec,12,13.2
1510,Jan,13,14.9
1510,Feb,13,14.9
1510,Mar,13,14.9
1510,Apr,13,14.9
1510,May,13,14.9
1510,Jun,13,14.9
1510,Jul,13,14.9
1510,Aug,13,14.9
1510,Sep,13,14.9
1510,Oct,13,14.9
1510,Nov,13,14.9
1510,Dec,13,14.9
1511,Jan,72,88.5
1511,Feb,72,88.5
1511,Mar,72,88.5
1511,Apr,72,88.5
1511,May,72,88.5
1511,Jun,72,88.5
1511,Jul,72,88.5
1511,Aug,72,88.5
1511,Sep,72,88.5
1511,Oct,72,88.5
1511,Nov,72,88.5
1511,Dec,72,88.5
1513,Jan,27.4,30.8
1513,Feb,27.4,30.8
1513,Mar,27.4,30.8
1513,Apr,27.4,30.8
1513,May,27.4,30.8
1513,Jun,27.4,30.8
1513,Jul,27.4,30.8
1513,Aug,27.4,30.8
1513,Sep,27.4,30.8
1513,Oct,27.4,30.8
1513,Nov,27.4,30.8
1513,Dec,27.4,30.8
1516,Jan,1.5,1.4
1516,Feb,1.5,1.4
1516,Mar,1.5,1.4
1516,Apr,1.5,1.4
1516,May,1.5,1.4
1516,Jun,1.5,1.4
1516,Jul,1.5,1.4
1516,Aug,1.5,1.4
1516,Sep,1.5,1.4
1516,Oct,1.5,1.4
1516,Nov,1.5,1.4
1516,Dec,1.5,1.4
1567,Jan,20,18
1567,Feb,20,18
1567,Mar,20,18
1567,Apr,20,18
1567,May,20,18
1567,Jun,20,18
1567,Jul,20,18
1567,Aug,20,18
1567,Sep,20,18
1567,Oct,20,18
1567,Nov,20,18
1567,Dec,20,18
1574,Jan,530.8,572
1574,Feb,530.8,572
1574,Mar,530.8,572
1574,Apr,530.8,572
1574,May,530.8,572
1574,Jun,530.8,572
1574,Jul,530.8,572
1574,Aug,530.8,572
1574,Sep,530.8,572
1574,Oct,530.8,572
1574,Nov,530.8,572
1574,Dec,530.8,572
1603,Jan,3.1,3.4
1603,Feb,3.1,3.4
1603,Mar,3.1,3.4
1603,Apr,3.1,3.4
1603,May,3.1,3.4
1603,Jun,3.1,3.4
1603,Jul,3.1,3.4
1603,Aug,3.1,3.4
1603,Sep,3.1,3.4
1603,Oct,3.1,3.4
1603,Nov,3.1,3.4
1603,Dec,3.1,3.4
1604,Jan,1.6,1.6
1604,Feb,1.6,1.6
1604,Mar,1.6,1.6
1604,Apr,1.6,1.6
1604,May,1.6,1.6
1604,Jun,1.6,1.6
1604,Jul,1.6,1.6
1604,Aug,1.6,1.6
1604,Sep,1.6,1.6
1604,Oct,1.6,1.6
1604,Nov,1.6,1.6
1604,Dec,1.6,1.6
1605,Jan,33.4,33.1
1605,Feb,33.4,33.1
1605,Mar,33.4,33.1
1605,Apr,33.4,33.1
1605,May,33.4,33.1
1605,Jun,33.4,33.1
1605,Jul,33.4,33.1
1605,Aug,33.4,33.1
1605,Sep,33.4,33.1
1605,Oct,33.4,33.1
1605,Nov,33.4,33.1
1605,Dec,33.4,33.1
1607,Jan,6.9,6.9
1607,Feb,6.9,6.9
1607,Mar,6.9,6.9
1607,Apr,6.9,6.9
1607,May,6.9,6.9
1607,Jun,6.9,6.9
1607,Jul,6.9,6.9
1607,Aug,6.9,6.9
1607,Sep,6.9,6.9
1607,Oct,6.9,6.9
1607,Nov,6.9,6.9
1607,Dec,6.9,6.9
1620,Jan,17.5,13.9
1620,Feb,17.5,13.9
1620,Mar,17.5,13.9
1620,Apr,17.5,13.9
1620,May,17.5,13.9
1620,Jun,17.5,13.9
1620,Jul,17.5,13.9
1620,Aug,17.5,13.9
1620,Sep,17.5,13.9
1620,Oct,17.5,13.9
1620,Nov,17.5,13.9
1620,Dec,17.5,13.9
1629,Jan,61.8,61.8
1629,Feb,61.8,61.8
1629,Mar,61.8,61.8
1629,Apr,61.8,61.8
1629,May,61.8,61.8
1629,Jun,61.8,61.8
1629,Jul,61.8,61.8
1629,Aug,61.8,61.8
1629,Sep,61.8,61.8
1629,Oct,61.8,61.8
1629,Nov,61.8,61.8
1629,Dec,61.8,61.8
1630,Jan,33,32.9
1630,Feb,33,32.9
1630,Mar,33,32.75
1630,Apr,33,32.75
1630,May,33,32.75
1630,Jun,33,32.6
1630,Jul,33,32.6
1630,Aug,33,32.6
1630,Sep,33,32.75
1630,Oct,33,32.75
1630,Nov,33,32.75
1630,Dec,33,32.9
1634,Jan,3.5,3.5
1634,Feb,3.5,3.5
1634,Mar,3.5,3.5
1634,Apr,3.5,3.5
1634,May,3.5,3.5
1634,Jun,3.5,3.5
1634,Jul,3.5,3.5
1634,Aug,3.5,3.5
1634,Sep,3.5,3.5
1634,Oct,3.5,3.5
1634,Nov,3.5,3.5
1634,Dec,3.5,3.5
1637,Jan,3.2,3.2
1637,Feb,3.2,3.2
1637,Mar,3.2,3.2
1637,Apr,3.2,3.2
1637,May,3.2,3.2
1637,Jun,3.2,3.2
1637,Jul,3.2,3.2
1637,Aug,3.2,3.2
1637,Sep,3.2,3.2
1637,Oct,3.2,3.2
1637,Nov,3.2,3.2
1637,Dec,3.2,3.2
1638,Jan,3.6,3.6
1638,Feb,3.6,3.6
1638,Mar,3.6,3.6
1638,Apr,3.6,3.6
1638,May,3.6,3.6
1638,Jun,3.6,3.6
1638,Jul,3.6,3.6
1638,Aug,3.6,3.6
1638,Sep,3.6,3.6
1638,Oct,3.6,3.6
1638,Nov,3.6,3.6
1638,Dec,3.6,3.6
1693,Jan,8,3
1693,Feb,8,3
1693,Mar,8,2.9
1693,Apr,8,2.9
1693,May,8,2.9
1693,Jun,8,2.8
1693,Jul,8,2.8
1693,Aug,8,2.8
1693,Sep,8,2.9
1693,Oct,8,2.9
1693,Nov,8,2.9
1693,Dec,8,3
1694,Jan,2.6,1.7
1694,Feb,2.6,1.7
1694,Mar,2.6,1.5
1694,Apr,2.6,1.5
1694,May,2.6,1.5
1694,Jun,2.6,1.3
1694,Jul,2.6,1.3
1694,Aug,2.6,1.3
1694,Sep,2.6,1.5
1694,Oct,2.6,1.5
1694,Nov,2.6,1.5
1694,Dec,2.6,1.7
1698,Jan,20.1,6.6
1698,Feb,20.1,6.6
1698,Mar,20.1,6.45
1698,Apr,20.1,6.45
1698,May,20.1,6.45
1698,Jun,20.1,6.3
1698,Jul,20.1,6.3
1698,Aug,20.1,6.3
1698,Sep,20.1,6.45
1698,Oct,20.1,6.45
1698,Nov,20.1,6.45
1698,Dec,20.1,6.6
1700,Jan,9,7.2
1700,Feb,9,7.2
1700,Mar,9,7.2
1700,Apr,9,7.2
1700,May,9,7.2
1700,Jun,9,7.2
1700,Jul,9,7.2
1700,Aug,9,7.2
1700,Sep,9,7.2
1700,Oct,9,7.2
1700,Nov,9,7.2
1700,Dec,9,7.2
1701,Jan,8.9,5
1701,Feb,8.9,5
1701,Mar,8.9,4.3
1701,Apr,8.9,4.3
1701,May,8.9,4.3
1701,Jun,8.9,3.6
1701,Jul,8.9,3.6
1701,Aug,8.9,3.6
1701,Sep,8.9,4.3
1701,Oct,8.9,4.3
1701,Nov,8.9,4.3
1701,Dec,8.9,5
1704,Jan,6,6.2
1704,Feb,6,6.2
1704,Mar,6,6.2
1704,Apr,6,6.2
1704,May,6,6.2
1704,Jun,6,6.2
1704,Jul,6,6.2
1704,Aug,6,6.2
1704,Sep,6,6.2
1704,Oct,6,6.2
1704,Nov,6,6.2
1704,Dec,6,6.2
1705,Jan,9,3.3
1705,Feb,9,3.3
1705,Mar,9,3.15
1705,Apr,9,3.15
1705,May,9,3.15
1705,Jun,9,3
1705,Jul,9,3
1705,Aug,9,3
1705,Sep,9,3.15
1705,Oct,9,3.15
1705,Nov,9,3.15
1705,Dec,9,3.3
1707,Jan,31.5,32.1
1707,Feb,31.5,32.1
1707,Mar,31.5,32.1
1707,Apr,31.5,32.1
1707,May,31.5,32.1
1707,Jun,31.5,32.1
1707,Jul,31.5,32.1
1707,Aug,31.5,32.1
1707,Sep,31.5,32.1
1707,Oct,31.5,32.1
1707,Nov,31.5,32.1
1707,Dec,31.5,32.1
1708,Jan,17,4.6
1708,Feb,17,4.6
1708,Mar,17,4.3
1708,Apr,17,4.3
1708,May,17,4.3
1708,Jun,17,4
1708,Jul,17,4
1708,Aug,17,4
1708,Sep,17,4.3
1708,Oct,17,4.3
1708,Nov,17,4.3
1708,Dec,17,4.6
1712,Jan,4,4.4
1712,Feb,4,4.4
1712,Mar,4,4.8
1712,Apr,4,4.8
1712,May,4,4.8
1712,Jun,4,5.2
1712,Jul,4,5.2
1712,Aug,4,5.2
1712,Sep,4,4.8
1712,Oct,4,4.8
1712,Nov,4,4.8
1712,Dec,4,4.4
1714,Jan,5,1.6
1714,Feb,5,1.6
1714,Mar,5,1.6
1714,Apr,5,1.6
1714,May,5,1.6
1714,Jun,5,1.6
1714,Jul,5,1.6
1714,Aug,5,1.6
1714,Sep,5,1.6
1714,Oct,5,1.6
1714,Nov,5,1.6
1714,Dec,5,1.6
1716,Jan,6.8,3.2
1716,Feb,6.8,3.2
1716,Mar,6.8,2.9
1716,Apr,6.8,2.9
1716,May,6.8,2.9
1716,Jun,6.8,2.6
1716,Jul,6.8,2.6
1716,Aug,6.8,2.6
1716,Sep,6.8,2.9
1716,Oct,6.8,2.9
1716,Nov,6.8,2.9
1716,Dec,6.8,3.2
1722,Jan,4.3,1.8
1722,Feb,4.3,1.8
1722,Mar,4.3,1.45
1722,Apr,4.3,1.45
1722,May,4.3,1.45
1722,Jun,4.3,1.1
1722,Jul,4.3,1.1
1722,Aug,4.3,1.1
1722,Sep,4.3,1.45
1722,Oct,4.3,1.45
1722,Nov,4.3,1.45
1722,Dec,4.3,1.8
1753,Jan,7.2,2.4
1753,Feb,7.2,2.4
1753,Mar,7.2,3.6
1753,Apr,7.2,3.6
1753,May,7.2,3.6
1753,Jun,7.2,4.8
1753,Jul,7.2,4.8
1753,Aug,7.2,4.8
1753,Sep,7.2,3.6
1753,Oct,7.2,3.6
1753,Nov,7.2,3.6
1753,Dec,7.2,2.4
1754,Jan,4.4,2
1754,Feb,4.4,2
1754,Mar,4.4,2
1754,Apr,4.4,2
1754,May,4.4,2
1754,Jun,4.4,2
1754,Jul,4.4,2
1754,Aug,4.4,2
1754,Sep,4.4,2
1754,Oct,4.4,2
1754,Nov,4.4,2
1754,Dec,4.4,2
1756,Jan,1.6,1.1
1756,Feb,1.6,1.1
1756,Mar,1.6,1.05
1756,Apr,1.6,1.05
1756,May,1.6,1.05
1756,Jun,1.6,1
1756,Jul,1.6,1
1756,Aug,1.6,1
1756,Sep,1.6,1.05
1756,Oct,1.6,1.05
1756,Nov,1.6,1.05
1756,Dec,1.6,1.1
1757,Jan,1.4,1.2
1757,Feb,1.4,1.2
1757,Mar,1.4,1.1
1757,Apr,1.4,1.1
1757,May,1.4,1.1
1757,Jun,1.4,1
1757,Jul,1.4,1
1757,Aug,1.4,1
1757,Sep,1.4,1.1
1757,Oct,1.4,1.1
1757,Nov,1.4,1.1
1757,Dec,1.4,1.2
1760,Jan,1.2,0.8
1760,Feb,1.2,0.8
1760,Mar,1.2,0.6
1760,Apr,1.2,0.6
1760,May,1.2,0.6
1760,Jun,1.2,0.4
1760,Jul,1.2,0.4
1760,Aug,1.2,0.4
1760,Sep,1.2,0.6
1760,Oct,1.2,0.6
1760,Nov,1.2,0.6
1760,Dec,1.2,0.8
1761,Jan,1.6,0.8
1761,Feb,1.6,0.8
1761,Mar,1.6,0.6
1761,Apr,1.6,0.6
1761,May,1.6,0.6
1761,Jun,1.6,0.4
1761,Jul,1.6,0.4
1761,Aug,1.6,0.4
1761,Sep,1.6,0.6
1761,Oct,1.6,0.6
1761,Nov,1.6,0.6
1761,Dec,1.6,0.8
1773,Jan,2.2,0.8
1773,Feb,2.2,0.8
1773,Mar,2.2,0.8
1773,Apr,2.2,0.8
1773,May,2.2,0.8
1773,Jun,2.2,0.8
1773,Jul,2.2,0.8
1773,Aug,2.2,0.8
1773,Sep,2.2,0.8
1773,Oct,2.2,0.8
1773,Nov,2.2,0.8
1773,Dec,2.2,0.8
1774,Jan,12,11.8
1774,Feb,12,11.8
1774,Mar,12,11.8
1774,Apr,12,11.8
1774,May,12,11.8
1774,Jun,12,11.8
1774,Jul,12,11.8
1774,Aug,12,11.8
1774,Sep,12,11.8
1774,Oct,12,11.8
1774,Nov,12,11.8
1774,Dec,12,11.8
1775,Jan,5.3,5.3
1775,Feb,5.3,5.3
1775,Mar,5.3,5.3
1775,Apr,5.3,5.3
1775,May,5.3,5.3
1775,Jun,5.3,5.3
1775,Jul,5.3,5.3
1775,Aug,5.3,5.3
1775,Sep,5.3,5.3
1775,Oct,5.3,5.3
1775,Nov,5.3,5.3
1775,Dec,5.3,5.3
1776,Jan,7.8,7.8
1776,Feb,7.8,7.8
1776,Mar,7.8,7.8
1776,Apr,7.8,7.8
1776,May,7.8,7.8
1776,Jun,7.8,7.8
1776,Jul,7.8,7.8
1776,Aug,7.8,7.8
1776,Sep,7.8,7.8
1776,Oct,7.8,7.8
1776,Nov,7.8,7.8
1776,Dec,7.8,7.8
1777,Jan,2.8,2.8
1777,Feb,2.8,2.8
1777,Mar,2.8,2.8
1777,Apr,2.8,2.8
1777,May,2.8,2.8
1777,Jun,2.8,2.8
1777,Jul,2.8,2.8
1777,Aug,2.8,2.8
1777,Sep,2.8,2.8
1777,Oct,2.8,2.8
1777,Nov,2.8,2.8
1777,Dec,2.8,2.8
1778,Jan,7.2,7.2
1778,Feb,7.2,7.2
1778,Mar,7.2,7.2
1778,Apr,7.2,7.2
1778,May,7.2,7.2
1778,Jun,7.2,7.2
1778,Jul,7.2,7.2
1778,Aug,7.2,7.2
1778,Sep,7.2,7.2
1778,Oct,7.2,7.2
1778,Nov,7.2,7.2
1778,Dec,7.2,7.2
1780,Jan,9.6,9.6
1780,Feb,9.6,9.6
1780,Mar,9.6,9.6
1780,Apr,9.6,9.6
1780,May,9.6,9.6
1780,Jun,9.6,9.6
1780,Jul,9.6,9.6
1780,Aug,9.6,9.6
1780,Sep,9.6,9.6
1780,Oct,9.6,9.6
1780,Nov,9.6,9.6
1780,Dec,9.6,9.6
1781,Jan,12,12
1781,Feb,12,12
1781,Mar,12,12
1781,Apr,12,12
1781,May,12,12
1781,Jun,12,12
1781,Jul,12,12
1781,Aug,12,12
1781,Sep,12,12
1781,Oct,12,12
1781,Nov,12,12
1781,Dec,12,12
1785,Jan,1.8,1.8
1785,Feb,1.8,1.8
1785,Mar,1.8,1.8
1785,Apr,1.8,1.8
1785,May,1.8,1.8
1785,Jun,1.8,1.8
1785,Jul,1.8,1.8
1785,Aug,1.8,1.8
1785,Sep,1.8,1.8
1785,Oct,1.8,1.8
1785,Nov,1.8,1.8
1785,Dec,1.8,1.8
1786,Jan,9,7.2
1786,Feb,9,7.2
1786,Mar,9,7.2
1786,Apr,9,7.2
1786,May,9,7.2
1786,Jun,9,7.2
1786,Jul,9,7.2
1786,Aug,9,7.2
1786,Sep,9,7.2
1786,Oct,9,7.2
1786,Nov,9,7.2
1786,Dec,9,7.2
1787,Jan,7.5,7.5
1787,Feb,7.5,7.5
1787,Mar,7.5,7.5
1787,Apr,7.5,7.5
1787,May,7.5,7.5
1787,Jun,7.5,7.5
1787,Jul,7.5,7.5
1787,Aug,7.5,7.5
1787,Sep,7.5,7.5
1787,Oct,7.5,7.5
1787,Nov,7.5,7.5
1787,Dec,7.5,7.5
1821,Jan,1,1
1821,Feb,1,1
1821,Mar,1,1
1821,Apr,1,1
1821,May,1,1
1821,Jun,1,1
1821,Jul,1,1
1821,Aug,1,1
1821,Sep,1,1
1821,Oct,1,1
1821,Nov,1,1
1821,Dec,1,1
1842,Jan,3.2,3.2
1842,Feb,3.2,3.2
1842,Mar,3.2,3.2
1842,Apr,3.2,3.2
1842,May,3.2,3.2
1842,Jun,3.2,3.2
1842,Jul,3.2,3.2
1842,Aug,3.2,3.2
1842,Sep,3.2,3.2
1842,Oct,3.2,3.2
1842,Nov,3.2,3.2
1842,Dec,3.2,3.2
1844,Jan,11.9,10.7
1844,Feb,11.9,10.7
1844,Mar,11.9,10.7
1844,Apr,11.9,10.7
1844,May,11.9,10.7
1844,Jun,11.9,10.7
1844,Jul,11.9,10.7
1844,Aug,11.9,10.7
1844,Sep,11.9,10.7
1844,Oct,11.9,10.7
1844,Nov,11.9,10.7
1844,Dec,11.9,10.7
1848,Jan,6.3,6.2
1848,Feb,6.3,6.2
1848,Mar,6.3,6.05
1848,Apr,6.3,6.05
1848,May,6.3,6.05
1848,Jun,6.3,5.9
1848,Jul,6.3,5.9
1848,Aug,6.3,5.9
1848,Sep,6.3,6.05
1848,Oct,6.3,6.05
1848,Nov,6.3,6.05
1848,Dec,6.3,6.2
1852,Jan,7.1,6.9
1852,Feb,7.1,6.9
1852,Mar,7.1,6.9
1852,Apr,7.1,6.9
1852,May,7.1,6.9
1852,Jun,7.1,6.9
1852,Jul,7.1,6.9
1852,Aug,7.1,6.9
1852,Sep,7.1,6.9
1852,Oct,7.1,6.9
1852,Nov,7.1,6.9
1852,Dec,7.1,6.9
1856,Jan,2.2,2.2
1856,Feb,2.2,2.2
1856,Mar,2.2,2.2
1856,Apr,2.2,2.2
1856,May,2.2,2.2
1856,Jun,2.2,2.2
1856,Jul,2.2,2.2
1856,Aug,2.2,2.2
1856,Sep,2.2,2.2
1856,Oct,2.2,2.2
1856,Nov,2.2,2.2
1856,Dec,2.2,2.2
1871,Jan,1.8,1.8
1871,Feb,1.8,1.8
1871,Mar,1.8,1.8
1871,Apr,1.8,1.8
1871,May,1.8,1.8
1871,Jun,1.8,1.8
1871,Jul,1.8,1.8
1871,Aug,1.8,1.8
1871,Sep,1.8,1.8
1871,Oct,1.8,1.8
1871,Nov,1.8,1.8
1871,Dec,1.8,1.8
1892,Jan,18,16.2
1892,Feb,18,16.2
1892,Mar,18,16.2
1892,Apr,18,16.2
1892,May,18,16.2
1892,Jun,18,16.2
1892,Jul,18,16.2
1892,Aug,18,16.2
1892,Sep,18,16.2
1892,Oct,18,16.2
1892,Nov,18,16.2
1892,Dec,18,16.2
1894,Jan,12,13.1
1894,Feb,12,13.1
1894,Mar,12,13.1
1894,Apr,12,13.1
1894,May,12,13.1
1894,Jun,12,13.1
1894,Jul,12,13.1
1894,Aug,12,13.1
1894,Sep,12,13.1
1894,Oct,12,13.1
1894,Nov,12,13.1
1894,Dec,12,13.1
1895,Jan,2.4,2.3
1895,Feb,2.4,2.3
1895,Mar,2.4,2.3
1895,Apr,2.4,2.3
1895,May,2.4,2.3
1895,Jun,2.4,2.3
1895,Jul,2.4,2.3
1895,Aug,2.4,2.3
1895,Sep,2.4,2.3
1895,Oct,2.4,2.3
1895,Nov,2.4,2.3
1895,Dec,2.4,2.3
1896,Jan,4.6,5.1
1896,Feb,4.6,5.1
1896,Mar,4.6,5.1
1896,Apr,4.6,5.1
1896,May,4.6,5.1
1896,Jun,4.6,5.1
1896,Jul,4.6,5.1
1896,Aug,4.6,5.1
1896,Sep,4.6,5.1
1896,Oct,4.6,5.1
1896,Nov,4.6,5.1
1896,Dec,4.6,5.1
1898,Jan,1.6,1.7
1898,Feb,1.6,1.7
1898,Mar,1.6,1.7
1898,Apr,1.6,1.7
1898,May,1.6,1.7
1898,Jun,1.6,1.7
1898,Jul,1.6,1.7
1898,Aug,1.6,1.7
1898,Sep,1.6,1.7
1898,Oct,1.6,1.7
1898,Nov,1.6,1.7
1898,Dec,1.6,1.7
1899,Jan,1.6,1.6
1899,Feb,1.6,1.6
1899,Mar,1.6,1.6
1899,Apr,1.6,1.6
1899,May,1.6,1.6
1899,Jun,1.6,1.6
1899,Jul,1.6,1.6
1899,Aug,1.6,1.6
1899,Sep,1.6,1.6
1899,Oct,1.6,1.6
1899,Nov,1.6,1.6
1899,Dec,1.6,1.6
1900,Jan,1.8,1.8
1900,Feb,1.8,1.8
1900,Mar,1.8,1.8
1900,Apr,1.8,1.8
1900,May,1.8,1.8
1900,Jun,1.8,1.8
1900,Jul,1.8,1.8
1900,Aug,1.8,1.8
1900,Sep,1.8,1.8
1900,Oct,1.8,1.8
1900,Nov,1.8,1.8
1900,Dec,1.8,1.8
1901,Jan,72.6,76.2
1901,Feb,72.6,76.2
1901,Mar,72.6,76.2
1901,Apr,72.6,76.2
1901,May,72.6,76.2
1901,Jun,72.6,76.2
1901,Jul,72.6,76.2
1901,Aug,72.6,76.2
1901,Sep,72.6,76.2
1901,Oct,72.6,76.2
1901,Nov,72.6,76.2
1901,Dec,72.6,76.2
1902,Jan,4,4.1
1902,Feb,4,4.1
1902,Mar,4,4.1
1902,Apr,4,4.1
1902,May,4,4.1
1902,Jun,4,4.1
1902,Jul,4,4.1
1902,Aug,4,4.1
1902,Sep,4,4.1
1902,Oct,4,4.1
1902,Nov,4,4.1
1902,Dec,4,4.1
1911,Jan,13.7,7.1
1911,Feb,13.7,7.1
1911,Mar,13.7,6.6
1911,Apr,13.7,6.6
1911,May,13.7,6.6
1911,Jun,13.7,6.1
1911,Jul,13.7,6.1
1911,Aug,13.7,6.1
1911,Sep,13.7,6.6
1911,Oct,13.7,6.6
1911,Nov,13.7,6.6
1911,Dec,13.7,7.1
1943,Jan,130.7,139.1
1943,Feb,130.7,139.1
1943,Mar,130.7,139.1
1943,Apr,130.7,139.1
1943,May,130.7,139.1
1943,Jun,130.7,139.1
1943,Jul,130.7,139.1
1943,Aug,130.7,139.1
1943,Sep,130.7,139.1
1943,Oct,130.7,139.1
1943,Nov,130.7,139.1
1943,Dec,130.7,139.1
1977,Jan,1.3,1.1
1977,Feb,1.3,1.1
1977,Mar,1.3,1.1
1977,Apr,1.3,1.1
1977,May,1.3,1.1
1977,Jun,1.3,1.1
1977,Jul,1.3,1.1
1977,Aug,1.3,1.1
1977,Sep,1.3,1.1
1977,Oct,1.3,1.1
1977,Nov,1.3,1.1
1977,Dec,1.3,1.1
1987,Jan,2.6,2.3
1987,Feb,2.6,2.3
1987,Mar,2.6,2.3
1987,Apr,2.6,2.3
1987,May,2.6,2.3
1987,Jun,2.6,2.3
1987,Jul,2.6,2.3
1987,Aug,2.6,2.3
1987,Sep,2.6,2.3
1987,Oct,2.6,2.3
1987,Nov,2.6,2.3
1987,Dec,2.6,2.3
2007,Jan,2.6,2.6
2007,Feb,2.6,2.6
2007,Mar,2.6,2.6
2007,Apr,2.6,2.6
2007,May,2.6,2.6
2007,Jun,2.6,2.6
2007,Jul,2.6,2.6
2007,Aug,2.6,2.6
2007,Sep,2.6,2.6
2007,Oct,2.6,2.6
2007,Nov,2.6,2.6
2007,Dec,2.6,2.6
2014,Jan,6.5,5.8
2014,Feb,6.5,5.8
2014,Mar,6.5,5.8
2014,Apr,6.5,5.8
2014,May,6.5,5.8
2014,Jun,6.5,5.8
2014,Jul,6.5,5.8
2014,Aug,6.5,5.8
2014,Sep,6.5,5.8
2014,Oct,6.5,5.8
2014,Nov,6.5,5.8
2014,Dec,6.5,5.8
2099,Jan,3,3
2099,Feb,3,3
2099,Mar,3,3
2099,Apr,3,3
2099,May,3,3
2099,Jun,3,3
2099,Jul,3,3
2099,Aug,3,3
2099,Sep,3,3
2099,Oct,3,3
2099,Nov,3,3
2099,Dec,3,3
2106,Jan,208,228
2106,Feb,208,228
2106,Mar,208,231
2106,Apr,208,231
2106,May,208,231
2106,Jun,208,234
2106,Jul,208,234
2106,Aug,208,234
2106,Sep,208,231
2106,Oct,208,231
2106,Nov,208,231
2106,Dec,208,228
2124,Jan,52,52
2124,Feb,52,52
2124,Mar,52,52
2124,Apr,52,52
2124,May,52,52
2124,Jun,52,52
2124,Jul,52,52
2124,Aug,52,52
2124,Sep,52,52
2124,Oct,52,52
2124,Nov,52,52
2124,Dec,52,52
2166,Jan,200,216.5
2166,Feb,200,216.5
2166,Mar,200,216.5
2166,Apr,200,216.5
2166,May,200,216.5
2166,Jun,200,216.5
2166,Jul,200,216.5
2166,Aug,200,216.5
2166,Sep,200,216.5
2166,Oct,200,216.5
2166,Nov,200,216.5
2166,Dec,200,216.5
2181,Jan,24,21
2181,Feb,24,21
2181,Mar,24,21
2181,Apr,24,21
2181,May,24,21
2181,Jun,24,21
2181,Jul,24,21
2181,Aug,24,21
2181,Sep,24,21
2181,Oct,24,21
2181,Nov,24,21
2181,Dec,24,21
2182,Jan,60.4,62
2182,Feb,60.4,62
2182,Mar,60.4,62
2182,Apr,60.4,62
2182,May,60.4,62
2182,Jun,60.4,62
2182,Jul,60.4,62
2182,Aug,60.4,62
2182,Sep,60.4,62
2182,Oct,60.4,62
2182,Nov,60.4,62
2182,Dec,60.4,62
2185,Jan,17.7,18.2
2185,Feb,17.7,18.2
2185,Mar,17.7,18.2
2185,Apr,17.7,18.2
2185,May,17.7,18.2
2185,Jun,17.7,18.2
2185,Jul,17.7,18.2
2185,Aug,17.7,18.2
2185,Sep,17.7,18.2
2185,Oct,17.7,18.2
2185,Nov,17.7,18.2
2185,Dec,17.7,18.2
2186,Jan,38.4,53.2
2186,Feb,38.4,53.2
2186,Mar,38.4,53.2
2186,Apr,38.4,53.2
2186,May,38.4,53.2
2186,Jun,38.4,53.2
2186,Jul,38.4,53.2
2186,Aug,38.4,53.2
2186,Sep,38.4,53.2
2186,Oct,38.4,53.2
2186,Nov,38.4,53.2
2186,Dec,38.4,53.2
2188,Jan,207.6,206
2188,Feb,207.6,206
2188,Mar,207.6,206
2188,Apr,207.6,206
2188,May,207.6,206
2188,Jun,207.6,206
2188,Jul,207.6,206
2188,Aug,207.6,206
2188,Sep,207.6,206
2188,Oct,207.6,206
2188,Nov,207.6,206
2188,Dec,207.6,206
2191,Jan,63,49
2191,Feb,63,49
2191,Mar,63,49
2191,Apr,63,49
2191,May,63,49
2191,Jun,63,49
2191,Jul,63,49
2191,Aug,63,49
2191,Sep,63,49
2191,Oct,63,49
2191,Nov,63,49
2191,Dec,63,49
2192,Jan,12,12
2192,Feb,12,12
2192,Mar,12,12
2192,Apr,12,12
2192,May,12,12
2192,Jun,12,12
2192,Jul,12,12
2192,Aug,12,12
2192,Sep,12,12
2192,Oct,12,12
2192,Nov,12,12
2192,Dec,12,12
2193,Jan,59,64
2193,Feb,59,64
2193,Mar,59,64
2193,Apr,59,64
2193,May,59,64
2193,Jun,59,64
2193,Jul,59,64
2193,Aug,59,64
2193,Sep,59,64
2193,Oct,59,64
2193,Nov,59,64
2193,Dec,59,64
2194,Jan,52.8,69.5
2194,Feb,52.8,69.5
2194,Mar,52.8,69.5
2194,Apr,52.8,69.5
2194,May,52.8,69.5
2194,Jun,52.8,69.5
2194,Jul,52.8,69.5
2194,Aug,52.8,69.5
2194,Sep,52.8,69.5
2194,Oct,52.8,69.5
2194,Nov,52.8,69.5
2194,Dec,52.8,69.5
2195,Jan,98.1,94
2195,Feb,98.1,94
2195,Mar,98.1,93.75
2195,Apr,98.1,93.75
2195,May,98.1,93.75
2195,Jun,98.1,93.5
2195,Jul,98.1,93.5
2195,Aug,98.1,93.5
2195,Sep,98.1,93.75
2195,Oct,98.1,93.75
2195,Nov,98.1,93.75
2195,Dec,98.1,94
2199,Jan,569.5,622.5
2199,Feb,569.5,622.5
2199,Mar,569.5,601.6
2199,Apr,569.5,601.6
2199,May,569.5,601.6
2199,Jun,569.5,580.7
2199,Jul,569.5,580.7
2199,Aug,569.5,580.7
2199,Sep,569.5,601.6
2199,Oct,569.5,601.6
