fid,DamID,DamName,Lat,Lon,FlagType,InstllCap,MaxVol,MaxVolSrc,MinVol,MinVolSrc,MaxH,MinH,MaxHSrc,MinHSrc,NmEnrgy01a,NmEnrgy01b,NmEnrgy01c,NmEnrgy01d,DisDur01a,DisDur01b,DisDur01c,DisDur01d,HisMaxVol,HisMinVol,HisMeanVol,HisMedVol,HisVol_25,HisVol_75,HisMaxH,HisMinH,HisMeanH,HisMedH,HisH_25,HisH_75,HisSrc,HisPeriod,NmEnrgy02a,NmEnrgy02b,NmEnrgy02c,NmEnrgy02d,NmEnrgy02e,NmEnrgy02f,DisDur02a,DisDur02b,DisDur02c,DisDur02d,DisDur02e,DisDur02f
"1612",SC01066,BOYD'S MILLPOND DAM,34.4552,-82.1993,Conventional storage dam,1.4,3.70044,NID2019,2.12,HydroLAKES,7.68096,7.68096,NID2019,NID2019,77.45248867104,44.37290592,38.72624433552,22.18645296,55.3232061936,31.6949328,27.6616030968,15.8474664,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1613",SC01067,WARE SHOALS,34.4039,-82.245,Conventional storage dam,6.2,0.3947136,NID2019,0.3947136,NID2019,5.12064,5.12064,NID2019,NID2019,5.5077325277184,5.5077325277184,2.7538662638592,2.7538662638592,0.888343956083613,0.888343956083613,0.444171978041806,0.444171978041806,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1614",SC01068,PIEDMONT,34.7014,-82.4625,Run-of-River,1,0.370044,NID2019,0.370044,NID2019,5.54736,5.54736,NID2019,NID2019,5.593790848464,5.593790848464,2.796895424232,2.796895424232,5.593790848464,5.593790848464,2.796895424232,2.796895424232,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1615",SC01069,PARR SHOALS DAM,34.261,-81.3321,Conventional storage dam,15,39.5,GRanDv1.3,24.6696,NID2019,11.9,11.7348,GRanDv1.3,NID2019,1280.88625,788.867940168,640.443125,394.433970084,85.3924166666666,52.5911960112,42.6962083333333,26.2955980056,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1616",SC01071,ROCKY CREEK-CEDAR CREEK,34.5418,-80.8774,Run-of-River,45,11.9,GRanDv1.3,11.8660776,NID2019,25.2,17.95272,GRanDv1.3,NID2019,817.173,580.502304574171,408.5865,290.251152287086,18.1594,12.9000512127594,9.0797,6.45002560637968,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1617",SC01072,FISHING CREEK,34.6008,-80.8904,Run-of-River,42.3,74.0088,NID2019,74,GRanDv1.3,22.4028,22.4,NID2019,GRanDv1.3,4518.061839144,4516.96,2259.030919572,2258.48,106.809972556596,106.783924349882,53.4049862782979,53.3919621749409,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1618",SC01074,NINETY NINE ISLANDS,35.0327,-81.4949,Conventional storage dam,12,2.837004,NID2019,2.837004,NID2019,15.36192,15.36192,NID2019,NID2019,118.760482628928,118.760482628928,59.380241314464,59.380241314464,9.896706885744,9.896706885744,4.948353442872,4.948353442872,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1619",SC01075,GASTON SHOALS LOWER,35.1381,-81.5979,Conventional storage dam,6.7,3.0837,NID2019,3.0837,NID2019,13.22832,13.22832,NID2019,NID2019,111.1586642964,111.1586642964,55.5793321482,55.5793321482,16.5908454173731,16.5908454173731,8.29542270868657,8.29542270868657,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1620",SC01076,COOPER DEV - PINOPOLIS DAM,33.2447,-79.9902,Lock & Dam,145.2,1369.2,GRanDv1.3,1369.1628,NID2019,29.4,26.8224,GRanDv1.3,NID2019,109693.458,100073.532981312,54846.729,50036.766490656,755.46458677686,689.211659650909,377.73229338843,344.605829825455,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1621",SC01115,RIDGE AG ASSOC DAM,33.76346,-81.83965,Conventional storage dam,-99999,0.07647576,NID2019,0.07647576,NID2019,3.41376,3.41376,NID2019,NID2019,0.71141545149696,0.71141545149696,0.35570772574848,0.35570772574848,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1622",SC01750,LOWER PELZER,34.6163,-82.4478,Run-of-River,3.3,0.1973568,NID2019,0.1973568,NID2019,9.153144,9.153144,NID2019,NID2019,4.92253594664832,4.92253594664832,2.46126797332416,2.46126797332416,1.4916775595904,1.4916775595904,0.7458387797952,0.7458387797952,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1623",SC82201,ST. STEPHEN POWERHOUSE,33.42271,-79.92529,Conventional storage dam,84,3157.7088,NID2019,3157.7088,NID2019,22.86,22.86,NID2019,NID2019,196704.7331328,196704.7331328,98352.3665664,98352.3665664,2341.72301348571,2341.72301348571,1170.86150674286,1170.86150674286,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1624",SC83014,CHEROKEE FALLS,35.0638,-81.5484,Conventional storage dam,4.3,2.06,HydroLAKES,0.1726872,NID2019,4.2672,4.2672,NID2019,NID2019,23.9539272,2.008027484064,11.9769636,1.004013742032,5.57068074418605,0.466983135828837,2.78534037209302,0.233491567914419,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1625",SC83018,UPPER PELZER,34.643,-82.4549,Run-of-River,2,0.061674,NID2019,0.061674,NID2019,6.656832,6.656832,NID2019,NID2019,1.1187581696928,1.1187581696928,0.5593790848464,0.5593790848464,0.5593790848464,0.5593790848464,0.2796895424232,0.2796895424232,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1626",SD01092,BIG BEND DAM,44.03833,-99.44667,Conventional storage dam,538.3,2343.6,GRanDv1.3,2127.753,NID2019,20.3,20.2692,GRanDv1.3,NID2019,129642.093,117523.39426821,64821.0465,58761.697134105,240.836137841352,218.323229181144,120.418068920676,109.161614590572,1779.695,1399.6,1431.209,1413.989,1410.335,1422.49,12.117,11.052,11.942,11.961,11.919,11.993,Gao,1984-2018,58763.056,42152.746,46573.726,46087.968,45804.762,46489.795,109.164138955973,78.3071632918447,86.5200185770017,85.6176258591863,85.0915140256363,86.364099944269
"1627",SD01093,FORT RANDALL DAM,43.065,-98.555,Conventional storage dam,320,4687.224,NID2019,4687.224,NID2019,36.2712,36.2712,NID2019,NID2019,463280.62668048,463280.62668048,231640.31334024,231640.31334024,1447.7519583765,1447.7519583765,723.87597918825,723.87597918825,6393.779,2652.852,4035.984,4207.311,3489.306,4431.211,43.396,31.81,36.902,37.572,35.253,38.223,Gao,1984-2018,756097.195,229956.824,405852.432,430758.186,335194.844,461538.707,2362.803734375,718.615075,1268.28885,1346.11933125,1047.4838875,1442.308459375
"1628",SD01094,GAVINS POINT DAM,42.84833,-97.48167,Run-of-River,132.3,666.1,GRanDv1.3,462.555,NID2019,16.1,15.24,GRanDv1.3,NID2019,29223.47225,19209.446595,14611.736125,9604.7232975,220.887923280423,145.196119387755,110.443961640212,72.5980596938775,519.376,405.635,466.223,466.92,448.005,488.411,13.309,12.236,12.824,12.835,12.657,13.034,Gao,1984-2018,18836.17,13525.515,16292.6,16330.747,15451.929,17347.556,142.374678760393,102.233673469388,123.148904006047,123.43724111867,116.79462585034,131.122872260015
"1629",SD01095,OAHE DAM,44.45,-100.3867,Conventional storage dam,786.1,29110,GRanDv1.3,23806.164,NID2019,52.5,52.2732,GRanDv1.3,NID2019,4164549.375,3391056.41371308,2082274.6875,1695528.20685654,5297.73486197685,4313.77231104577,2648.86743098842,2156.88615552288,28093.409,12325.336,20566.511,21638.725,16824.951,23958.255,59.485,44.96,53.381,54.664,50.184,56.536,Gao,1984-2018,4553833.01,1510044.343,2991690.631,3223286.099,2300813.885,3691002.771,5792.94365856761,1920.93161557054,3805.73798626129,4100.35122630709,2926.87175295764,4695.33490777255
"1630",TN00904,CHILHOWEE,35.547,-84.0501,Conventional storage dam,49.8,60.75012348,NID2019,60.75012348,NID2019,18.88236,18.88236,NID2019,NID2019,3125.86303684314,3125.86303684314,1562.93151842157,1562.93151842157,62.7683340731554,62.7683340731554,31.3841670365777,31.3841670365777,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1631",TN00906,CALDERWOOD,35.4922,-83.9794,Conventional storage dam,156.6,50.7,GRanDv1.3,50.696028,NID2019,49.0728,49,NID2019,GRanDv1.3,6779.775366,6769.1871387,3389.887683,3384.59356935,43.2935847126437,43.2259715114943,21.6467923563218,21.6129857557471,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1632",TN01302,NORRIS,36.22407,-84.09263,Conventional storage dam,131.4,3147.8,GRanDv1.3,2516.92457436,NID2019,56.7,56.5404,GRanDv1.3,NID2019,486358.7085,387789.088006293,243179.35425,193894.544003146,3701.36003424657,2951.2107154208,1850.68001712329,1475.6053577104,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1633",TN01903,WATAUGA,36.32298,-82.1226,Conventional storage dam,57.6,835.1,GRanDv1.3,701.99937108,NID2019,70.83552,70.7,NID2019,GRanDv1.3,161196.6739992,135245.443833845,80598.3369996,67622.7219169225,2798.55336804167,2348.01117767092,1399.27668402083,1174.00558883546,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1634",TN01904,WILBUR,36.34123,-82.12639,Run-of-River,10.6,0.733797252,NID2019,0.733797252,NID2019,16.2857688,16.2857688,NID2019,NID2019,32.5649827686015,32.5649827686015,16.2824913843007,16.2824913843007,3.07216818571712,3.07216818571712,1.53608409285856,1.53608409285856,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1635",TN02101,CHEATHAM LOCK & DAM,36.225,-87.32333,Lock & Dam,36,103.859016,NID2019,103.859016,NID2019,9.4488,9.4488,NID2019,NID2019,2674.15986678768,2674.15986678768,1337.07993339384,1337.07993339384,74.28221852188,74.28221852188,37.14110926094,37.14110926094,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1636",TN02702,DALE HOLLOW DAM,36.53831,-85.45025,Conventional storage dam,54,2104.3,GRanDv1.3,1057.09236,NID2019,42.7,42.672,GRanDv1.3,NID2019,244851.08725,122919.968131632,122425.543625,61459.984065816,4534.27939351852,2276.29570614133,2267.13969675926,1138.14785307067,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1637",TN03107,NORMANDY,35.46538,-86.24687,Conventional storage dam,-99999,155.5,GRanDv1.3,144.31345956,NID2019,23.8,23.4696,GRanDv1.3,NID2019,10084.9525,9229.51823958355,5042.47625,4614.75911979177,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1638",TN03701,J PERCY PRIEST DAM,36.15833,-86.61333,Conventional storage dam,28,804.2,GRanDv1.3,249.16296,NID2019,31.5,31.36392,GRanDv1.3,NID2019,69030.5175,21295.1314684987,34515.25875,10647.5657342494,2465.375625,760.54040958924,1232.6878125,380.27020479462,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1639",TN03702,OLD HICKORY LOCK & DAM,36.29189,-86.65887,Lock & Dam,103.7,672.2,GRanDv1.3,518.0616,NID2019,21,20.90928,GRanDv1.3,NID2019,38466.645,29518.0040157408,19233.3225,14759.0020078704,370.941610414658,284.648061868282,185.470805207329,142.324030934141,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1640",TN04102,CENTER HILL DAM,36.097,-85.826,Run-of-River,140,2580.4,GRanDv1.3,1640.5284,NID2019,53.2,26.67,GRanDv1.3,NID2019,374080.588,119226.6318663,187040.294,59613.31593315,2672.0042,851.618799045,1336.0021,425.8093995225,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1641",TN05102,TIMS FORD,35.1967,-86.27617,Conventional storage dam,45.7,750,GRanDv1.3,484.61,HydroLAKES,37.338,37.1,NID2019,GRanDv1.3,76309.5375,48992.859475,38154.76875,24496.4297375,1669.79294310722,1072.0538178337,834.89647155361,536.026908916849,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1642",TN06504,CHICKAMAUGA,35.10467,-85.22908,Lock & Dam,159.6,909.4,GRanDv1.3,767.8413,NID2019,27.52344,27.3,NID2019,GRanDv1.3,68206.2495156,57121.63391025,34103.1247578,28560.816955125,427.357453105263,357.904974375,213.678726552632,178.9524871875,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1643",TN07101,PICKWICK LANDING,35.06864,-88.24977,Lock & Dam,240,1363,GRanDv1.3,1362.9954,NID2019,24.10968,23.8,NID2019,GRanDv1.3,89547.570714,88397.066667,44773.785357,44198.5333335,373.114877975,368.3211111125,186.5574389875,184.16055555625,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1644",TN08903,CHEROKEE,36.16663,-83.49815,Conventional storage dam,135,1900.8,GRanDv1.3,1753.77543228,NID2019,37.338,21,NID2019,GRanDv1.3,193398.89184,100359.799112223,96699.44592,50179.8995561115,1432.584384,743.4059193498,716.292192,371.7029596749,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1645",TN10501,FORT LOUDOUN,35.79149,-84.24277,Lock & Dam,153.3,576.8,GRanDv1.3,447.61632372,NID2019,27.3,26.67,GRanDv1.3,NID2019,42909.594,32530.8520385938,21454.797,16265.4260192969,279.90602739726,212.203861960821,139.95301369863,106.10193098041,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1646",TN10502,MELTON HILL,35.88569,-84.29992,Lock & Dam,72,155.4,GRanDv1.3,129.63751452,NID2019,21.7,21.0312,GRanDv1.3,NID2019,9189.1905,7429.52854989149,4594.59525,3714.76427494575,127.627645833333,103.187896526271,63.8138229166667,51.5939482631354,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1647",TN11502,NICKAJACK,35.0036,-85.61968,Lock & Dam,103.9,310.3,GRanDv1.3,297.021984,NID2019,17.5,17.28216,GRanDv1.3,NID2019,14797.43125,13987.9194539898,7398.715625,6993.95972699491,142.419935033686,134.628676169296,71.2099675168431,67.3143380846478,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1648",TN12102,WATTS BAR,35.62118,-84.78217,Lock & Dam,174.6,1449.3,GRanDv1.3,1245.00933756,NID2019,32.004,23.8,NID2019,GRanDv1.3,126394.75737,80745.0805874538,63197.378685,40372.5402937269,723.910408762887,462.457506228258,361.955204381443,231.228753114129,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1649",TN13903,OCOEE NO. 3,35.04068,-84.46681,Run-of-River,28.8,4.89198168,NID2019,4.15,HydroLAKES,23.4696,23.4696,NID2019,NID2019,312.865025070629,265.411839,156.432512535314,132.7059195,10.8633689260635,9.21568885416667,5.43168446303175,4.60784442708333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1650",TN13905,OCOEE NO. 1,35.09421,-84.64757,Conventional storage dam,19,102.7,GRanDv1.3,97.8396336,NID2019,28.8036,28.7,NID2019,GRanDv1.3,8060.903487,7651.793144772,4030.4517435,3825.896572386,424.258078263158,402.725954988,212.129039131579,201.362977494,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1651",TN15501,DOUGLAS,35.96122,-83.53842,Conventional storage dam,150.8,1900.8,GRanDv1.3,1509.17634828,NID2019,43.09872,9.8,NID2019,GRanDv1.3,223237.5780096,40302.5543808174,111618.7890048,20151.2771904087,1480.35529184085,267.258318175182,740.177645920424,133.629159087591,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1652",TN15901,CORDELL HULL LOCK & DAM,36.29,-85.94167,Lock & Dam,99.9,1055.39,HydroLAKES,318.23784,NID2019,19.84248,19.6,NID2019,GRanDv1.3,57065.73728562,16997.0830344,28532.86864281,8498.5415172,571.228601457658,170.140971315315,285.614300728829,85.0704856576576,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1653",TN16305,SOUTH HOLSTON,36.52402,-82.0885,Conventional storage dam,38.5,942.4,GRanDv1.3,812.06895888,NID2019,60.9,60.8076,GRanDv1.3,NID2019,156393.636,134560.403055377,78196.818,67280.2015276884,4062.17236363636,3495.07540403576,2031.08618181818,1747.53770201788,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1654",TN16306,BOONE,36.44024,-82.43811,Conventional storage dam,105.9,238.6,GRanDv1.3,222.58516644,NID2019,35.7,34.1376,GRanDv1.3,NID2019,23211.6045,20705.9762046743,11605.80225,10352.9881023372,219.184178470255,195.523854623931,109.592089235127,97.7619273119657,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1655",TN16307,FORT PATRICK HENRY,36.49795,-82.50876,Run-of-River,59.4,31.79788092,NID2019,31.79788092,NID2019,20.2692,20.2692,NID2019,NID2019,1756.31048164648,1756.31048164648,878.155240823242,878.155240823242,29.5675165260351,29.5675165260351,14.7837582630175,14.7837582630175,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1656",TN17704,GREAT FALLS,35.80203,-85.62208,Conventional storage dam,33.7,61.9,GRanDv1.3,48.9198168,NID2019,19.62912,19.6,NID2019,GRanDv1.3,3310.9908888,2612.807415288,1655.4954444,1306.403707644,98.2489877982196,77.5313773082492,49.1244938991098,38.7656886541246,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1657",TX00004,CANYON LAKE,29.86667,-98.2,Conventional storage dam,6,1393,GRanDv1.3,467.365572,NID2019,47.79264,47.6,NID2019,GRanDv1.3,181417.276992,60621.98834412,90708.638496,30310.99417206,30236.212832,10103.66472402,15118.106416,5051.83236201,1008.337,0.012,437.605,451.656,423.296,470.073,57.347,7.698,43.661,44.497,43.604,45.073,USACE,1964-2015,157573.643,0.259,52064.962,54764.731,50295.824,57735.789,26262.2738333333,0.0431666666666667,8677.49366666667,9127.45516666667,8382.63733333333,9622.6315
"1658",TX00008,LEWISVILLE LAKE,33.06667,-97.01667,Run-of-River,2.8,762.784032,NID2019,762.784032,NID2019,28.8036,28.8036,NID2019,NID2019,59870.7737427139,59870.7737427139,29935.386871357,29935.386871357,21382.4191938264,21382.4191938264,10691.2095969132,10691.2095969132,1451.221,93.177,585.518,556.182,486.149,706.452,22.683,0.005,15.92,15.992,15.191,17.638,USACE,1954-2015,89700.263,1.331,25401.646,24237.722,20123.79,33954.866,32035.8082142857,0.475357142857143,9072.01642857143,8656.32928571429,7187.06785714286,12126.7378571429
"1659",TX00011,SAM RAYBURN DAM AND RESERVOIR,31.06667,-94.1,Conventional storage dam,52,7815.6,GRanDv1.3,3574.871736,NID2019,28,27.7368,GRanDv1.3,NID2019,596330.28,270198.743950306,298165.14,135099.371975153,11467.89,5196.12969135204,5733.945,2598.06484567602,5053.115,1968.927,3266.443,3301.053,2908.44,3606.318,15.936,8.978,12.382,12.529,11.602,13.19,Gao,1984-2018,219433.818,48171.603,110209.517,112701.472,91949.234,129625.85,4219.88111538462,926.376980769231,2119.41378846154,2167.336,1768.2545,2492.80480769231
