plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Arlington Outlet Hydroelectric Generator,TRE,hc7544_p01,61355,"NA",32.639069,-97.242906,TX,Terrant,120301000000,ERCO,Canal/Conduit,1,1.3,1028.95
Whitney,TRE,hc0274_p01,6414,TX00017,31.86554668,-97.37220423,TX,Bosque,120602000000,ERCO,Peaking,2,41.8,42553.88
Austin,TRE,hc4070_p01,3594,TX01086,30.29422829,-97.78639669,TX,Travis,120902000000,ERCO,NA,2,18,26829.53
Buchanan,TRE,hc4071_p01,3595,TX00989,30.75126469,-98.41833309,TX,Llano,120902000000,ERCO,NA,3,54.9,28448.88
Granite Shoals,TRE,hc4072_p01,3597,TX00986,30.55544755,-98.33811776,TX,Burnet,120902000000,ERCO,NA,2,54,34394.24
Inks,TRE,hc4073_p01,3598,TX00988,30.73082095,-98.38431476,TX,Burnet,120902000000,ERCO,NA,1,15,12917.12
Marble Falls,TRE,hc4074_p01,3599,TX00987,30.55652402,-98.25670556,TX,Burnet,120902000000,ERCO,NA,2,39.6,21085.47
Marshall Ford,TRE,hc4075_p01,3600,TX01087,30.39226502,-97.90725489,TX,Travis,120902000000,ERCO,NA,3,108,110056.59
Canyon,TRE,hc0338_p01,791,TX00004,29.8701,-98.1948,TX,Comal,121002000000,ERCO,NA,2,6,10166.99
Gonzales Hydro Plant,TRE,hc1760_p01,7394,TX04823,29.4968,-97.4549,TX,Gonzales,121002000000,ERCO,Run-of-river,3,0.9,1915.983667
Abbott TP 3,TRE,hc4064_p01,3581,TX01601,29.59438362,-98.04083462,TX,Guadalupe,121002000000,ERCO,NA,2,2.8,10066.97
Dunlap TP 1,TRE,hc4065_p01,3582,TX01602,29.65410642,-98.06638142,TX,Guadalupe,121002000000,ERCO,NA,2,3.6,13374.19
H 4,TRE,hc4066_p01,3583,TX01912,29.49587375,-97.62458576,TX,Gonzales,121002000000,ERCO,NA,1,2.4,7736.91
H 5,TRE,hc4067_p01,3584,TX01913,29.46832655,-97.49215416,TX,Gonzales,121002000000,ERCO,NA,1,2.4,6086.25
Nolte,TRE,hc4068_p01,3585,TX01599,29.53769362,-97.93182856,TX,Guadalupe,121002000000,ERCO,NA,2,2.4,7453.18
TP 4,TRE,hc4069_p01,3586,TX01600,29.54844635,-97.99964622,TX,Guadalupe,121002000000,ERCO,NA,1,2.4,7439.32
Seguin,TRE,hc4076_p01,3616,"NA",29.55124875,-97.97079136,TX,Guadalupe,121002000000,NA,NA,1,0.25,NA
Humphreys Hydroelectric Project,WECC,hc7543_p01,NA,CO00772,37.68028,-106.8503,CO,Mineral,130100000000,NA,Run-of-river,1,0.31,1200
El Vado Dam,WECC,hc0152_p01,7593,NM10008,36.5929,-106.7336,NM,Rio Arriba,130201000000,WACM,Run-of-river,1,8,23772.88
Abiquiu Dam,WECC,hc0347_p01,7789,NM00001,36.2397,-106.4233,NM,Rio Arriba,130201000000,WACM,Run-of-river,3,15.6,31576.47
Santa Fe Canyon Hydroelectric Project,WECC,hc7534_p01,NA,"NA",35.679858,-105.915276,NM,Sante Fe,130202000000,NA,Canal/Conduit,1,0.09,394
Elephant Butte,WECC,hc0013_p01,6402,NM00129,33.15335835,-107.191973,NM,Sierra,130301000000,WACM,Run-of-river,3,27.9,42006.29
Eagle Pass,TRE,hc1746_p01,3437,"NA",28.8292,-100.5518,TX,Maverick,130800000000,ERCO,NA,3,9.6,39709.71
Amistad Dam & Power,TRE,hc4096_p01,6128,TX02296,29.44995555,-101.0571498,TX,Val Verde,130800000000,ERCO,NA,2,66,92200
Falcon Dam & Power,TRE,hc4099_p01,6410,TX00024,26.55850389,-99.16186042,TX,Starr,130900000000,ERCO,NA,3,31.5,58136.71
Green Mountain,WECC,hc0022_p01,516,CO01658,39.87880536,-106.3327252,CO,Summit,140100000000,WACM,Intermediate Peaking,2,26,51156.53
Upper Molina,WECC,hc0030_p01,521,CO01677,39.14380817,-108.004777,CO,Mesa,140100000000,WACM,Intermediate Peaking,1,9.9,25005.47
Lower Molina,WECC,hc0030_p02,520,CO01677,39.19365969,-108.0440881,CO,Mesa,140100000000,WACM,Intermediate Peaking,1,5.6,14192.18
Ruedi,WECC,hc0142_p01,7458,CO01664,39.3623,-106.8213,CO,Eagle,140100000000,PSCO,Run-of-river,1,5,15216
Granby Dam,WECC,hc0181_p01,60119,CO01656,40.1487,-105.8673,CO,Grand,140100000000,PSCO,NA,1,1.2,4434
Grand Valley,WECC,hc0192_p01,NA,"NA",39.10139,-108.345727,CO,Mesa,140100000000,NA,Canal/Conduit,1,3,19350.6
Williams Fork Hydro Plant,WECC,hc1304_p01,10422,CO00717,40.0353,-106.205,CO,Grand,140100000000,WACM,NA,2,3.5,7180.97
Dillon Hydro Plant,WECC,hc1859_p01,10421,CO02005,39.6207,-106.0662,CO,Summit,140100000000,PSCO,NA,1,1.8,8640.44
Maroon Creek,WECC,hc2084_p01,7796,"NA",39.1677,-106.8814,CO,Pitkin,140100000000,NA,Run-of-river,1,0.42,1950
Palisade,WECC,hc4021_p01,473,"NA",39.104639,-108.349496,CO,Mesa,140100000000,PSCO,NA,1,1.5,11843
A J Allen,WECC,hc7172_p01,NA,"NA",39.4893,-106.6578,CO,Eagle,140100000000,NA,Run-of-river,1,0.008,14.7
Zilm Powerhouse,WECC,hc7258_p01,NA,"NA",39.4229,-107.3042,CO,Garfield,140100000000,NA,Canal/Conduit,1,0.02,NA
Plateau Creek,WECC,hc7510_p01,NA,"NA",39.134059,-108.305916,CO,Mesa,140100000000,NA,Canal/Conduit,1,0.61,2400
Town of Basalt Hydroelectric Project,WECC,hc7553_p01,NA,"NA",39.37518,-107.027586,CO,Eagle,140100000000,NA,Canal/Conduit,1,0.04,300
Harvey Gap 50 Hydroelectric Project,WECC,hc7560_p01,NA,CO00693,39.61217004,-107.6641692,CO,Garfield,140100000000,NA,Canal/Conduit,1,0.075,410
Harvey Gap 400 Hydroelectric Project,WECC,hc7561_p01,NA,"NA",39.59292483,-107.6634754,CO,Garfield,140100000000,NA,Canal/Conduit,1,0.875,2600
Dividers Hydroelectric Project,WECC,hc7564_p01,NA,"NA",39.09435833,-108.5589528,CO,Mesa,140100000000,NA,Canal/Conduit,1,0.185,770
Blue Mesa,WECC,hc0004_p01,512,CO01675,38.45319056,-107.3374826,CO,Gunnison,140200000000,WACM,Peaking,2,86.4,224559.94
Crystal,WECC,hc0010_p01,6159,CO00387,38.51057251,-107.6253351,CO,Montrose,140200000000,WACM,Run-of-river,1,28,138706.12
Morrow Point,WECC,hc0034_p01,514,CO01689,38.45175333,-107.5392991,CO,Montrose,140200000000,WACM,Peaking,2,173.2,296976.76
South Canal Hydro-1,WECC,hc0177_p01,58783,"NA",38.483333,-107.755,CO,Montrose,140200000000,WACM,NA,1,4,15230.33
South Canal Hydro-3,WECC,hc0178_p01,58784,"NA",38.470278,-107.771389,CO,Montrose,140200000000,WACM,NA,1,3.5,10929.17
Ridgway,WECC,hc0194_p01,58901,CO02706,38.2366,-107.7585,CO,Ouray,140200000000,WACM,NA,2,8,23053.4
South Canal Hydro-4,WECC,hc0197_p01,NA,"NA",38.453827,-107.771733,CO,Montrose,140200000000,NA,Canal/Conduit,1,4.8,15744
Shavano Falls Hydro,WECC,hc0198_p01,61189,"NA",38.491984,-108.002302,CO,Montrose,140200000000,WACM,Canal/Conduit,1,2.8,7597
South Canal Hydro-5,WECC,hc01A1_p01,NA,"NA",38.403944,-107.810339,CO,Montrose,140200000000,NA,Canal/Conduit,1,2.4,8623
Redlands Water & Power,WECC,hc1977_p01,50267,CO03017,39.0286,-108.5637,CO,Mesa,140200000000,PSCO,NA,1,1.4,4435
Ouray,WECC,hc7004_p01,NA,"NA",38.0084,-107.6645,CO,Ouray,140200000000,NA,Run-of-river,4,0.75,4303.4
Crooke's Falls Diversion,WECC,hc7130_p01,NA,"NA",38.0141,-107.3118,CO,Minsdale,140200000000,NA,Run-of-river,1,0.525,3252.729
Hotchkiss Powerhouse,WECC,hc7384_p01,NA,"NA",38.8364,-107.7486,CO,Delta,140200000000,NA,Canal/Conduit,1,0.06,NA
Project 7,WECC,hc7519_p01,NA,"NA",38.488163,-107.754593,CO,Monstrose,140200000000,NA,Canal/Conduit,2,0.152,600
Orchard City Water Treatment Plant,WECC,hc9033_p01,NA,"NA",38.97466389,-107.9550444,CO,Delta,140200000000,NA,Canal/Conduit,1,0.022,190
Powell Mesa Micro-Hydropower Project,WECC,hc9083_p01,NA,"NA",38.823018,-107.712897,CO,Delta,140200000000,NA,Canal/Conduit,2,0.0076,18
Shavano Falls Hydro Drop 4,WECC,hc9130_p01,61190,"NA",38.450483,-107.776727,CO,Montrose,140200000000,WACM,Canal/Conduit,1,4.8,13315.33
Drop 5,WECC,hc9131_p01,61191,"NA",38.404377,-107.810213,CO,Montrose,140200000000,WACM,Canal/Conduit,1,2.4,8981.5
Rolfe Hydro Project,WECC,hc9135_p01,NA,"NA",38.29416944,-107.5696833,CO,Gunnison,140200000000,NA,Canal/Conduit,1,0.002,11.4
McPhee,WECC,hc0032_p01,7372,CO02707,37.57521971,-108.5740019,CO,Montezuma,140300000000,WACM,Peaking,1,1.2,3737.88
Towaoc,WECC,hc0032_p02,7373,CO02707,37.42953788,-108.5748711,CO,Montezuma,140300000000,WACM,Run-of-river,1,11.4,14025.12
Ames,WECC,hc1040_p01,6207,CO00184,37.8286,-107.88720000000001,CO,San Miguel,140300000000,WACM,Peaking,1,3.6,8397.59
Woods Lake,WECC,hc7041_p01,NA,CO00194,39.434,-106.6135,CO,Eagle,140300000000,NA,Run-of-river,1,0.045,262.8
Bridal Veil,WECC,hc7196_p01,NA,CO00929,37.8747,-107.7745,CO,San Miguel,140300000000,NA,NA,1,0.5,NA
Pandora Water System Project,WECC,hc9025_p01,NA,"NA",37.930916,-107.77802200000001,CO,San Miguel,140300000000,NA,Canal/Conduit,1,0.32,2135
Flaming Gorge,WECC,hc0014_p01,6405,UT10121,40.91464595,-109.4216621,UT,Daggett,140401000000,WAUW,Intermediate Peaking,3,151.8,420581.12
Fontenelle,WECC,hc0017_p01,4185,WY01389,42.02701298,-110.0639731,WY,Lincoln,140401000000,WAUW,Run-of-river,1,10,49816.59
Viva Naughton,WECC,hc1957_p01,7050,WY01281,41.9675,-110.6583,WY,Lincoln,140401000000,NA,NA,2,0.742,NA
Taylor Draw Hydroelectric Facility,WECC,hc2041_p01,54729,CO02572,40.1075,-108.7132,CO,Rio Blanco,140500000000,WACM,Run-of-river,1,2.3,10876.71
Stagecoach,WECC,hc7372_p01,NA,CO02702,40.2851,-106.8306,CO,Routt,140500000000,NA,Run-of-river,1,0.8,4260
Meeker Wenschhof Hydroelectric Project,WECC,hc7549_p01,NA,"NA",39.99464444,-107.9176333,CO,Rio Blanco,140500000000,NA,Canal/Conduit,1,0.023,100
Miller Creek Ditch Hydropower Project,WECC,hc9087_p01,NA,"NA",39.97688,-107.927758,CO,Rio Blanco,140500000000,NA,Canal/Conduit,1,0.18,504
Uintah,WECC,hc1022_p01,3704,"NA",40.5519,-110.07,UT,Duchesne,140600000000,WACM,NA,2,1.2,6329.94
Yellowstone,WECC,hc1120_p01,3705,UT00303,40.5753,-110.3274,UT,Duchesne,140600000000,NA,Run-of-river,3,0.9,NA
Thayn,WECC,hc7204_p01,NA,"NA",39.081,-110.1407,UT,Emery,140600000000,NA,NA,2,0.4,2498.888889
Glen Canyon,WECC,hc0019_p01,153,AZ10307,36.9366141,-111.4838719,AZ,Coconino,140700000000,WALC,Intermediate Peaking,8,1312,3772009.65
Boulder Creek,WECC,hc1318_p01,3699,"NA",38.045,-111.4914,UT,Garfield,140700000000,WACM,Run-of-river,3,4.2,23912.29
Lower Boulder,WECC,hc2093_p01,7590,UT53187,37.9703,-111.4596,UT,Garfield,140700000000,NA,Run-of-river,2,0.7,NA
Vallecito,WECC,hc0138_p01,50206,CO01695,37.3718,-107.5794,CO,La Plata,140801000000,WACM,NA,3,5.8,16288.7
Navajo Dam,WECC,hc0150_p01,584,NM00120,36.8058,-107.6137,NM,"San Juan, Rio Ae Robe",140801000000,WACM,Canal/Conduit,2,30,91595.76
Jackson Gulch,WECC,hc0193_p01,NA,CO01685,37.3986,-108.2742,CO,Montezuma,140801000000,NA,NA,1,0.254,152.63
Lemon,WECC,hc0196_p01,NA,CO01688,37.3819,-107.661,CO,La Plata,140801000000,NA,NA,1,0.12,NA
Tacoma,WECC,hc1039_p01,6206,CO00895,37.5456,-107.8053,CO,La Plata,140801000000,WACM,Peaking,2,4.6,13785.29
Animas,WECC,hc4046_p01,2465,"NA",36.7514,-108.2002,NM,San Juan,140801000000,WACM,NA,1,0.2,9365.47
Mayflower Mill Project,WECC,hc9024_p01,NA,"NA",37.82829833,-107.6281486,CO,San Juan,140801000000,NA,Canal/Conduit,1,0.011,80
Cortez Micro Hydroelectric Project,WECC,hc7516_p01,NA,CO01072,37.407051,-108.539,CO,Montezuma,140802000000,NA,Canal/Conduit,1,0.24,1400
Quail Creek Hydro Plant #1,WECC,hc1956_p01,52039,UT00514,37.18545,-113.358383,UT,Washington,150100000000,PACE,Canal/Conduit,1,2.3,9411.82
Gunlock Hydro,WECC,hc1965_p01,7069,UT00129,37.25001934,-113.7783844,UT,Washington,150100000000,NA,NA,2,0.372,NA
Veyo,WECC,hc2061_p01,3635,UT00266,37.352463,-113.666773,UT,Washington,150100000000,NA,Canal/Conduit,1,0.5,217
Sand Cove,WECC,hc2061_p02,3636,UT00266,37.280848,-113.727924,UT,Washington,150100000000,NA,Canal/Conduit,1,0.8,318
Gunlock,WECC,hc2061_p03,3634,UT00266,37.285808,-113.758606,UT,Washington,150100000000,NA,Canal/Conduit,1,0.75,372
Pine Valley,WECC,hc2131_p01,7362,"NA",37.2035,-113.5663,UT,Washington,150100000000,NA,Canal/Conduit,1,0.6,NA
Pah Tempe Powerhouse,WECC,hc7352_p01,NA,"NA",37.1904,-113.2756,UT,Washington,150100000000,NA,Canal/Conduit,1,0.597,4975
Orderville,WECC,hc7487_p01,NA,"NA",37.257766,-112.655203,UT,Kane,150100000000,NA,Canal/Conduit,1,0.2,897
Linden,WECC,hc7494_p01,NA,"NA",36.170551,-115.043099,NV,Clarke,150100000000,NA,Canal/Conduit,1,0.93,3200
Sloan,WECC,hc7495_p01,NA,"NA",36.170551,-115.043099,NV,Clarke,150100000000,NA,Canal/Conduit,1,0.522,1950
Horizon Ridge,WECC,hc7496_p01,NA,"NA",36.003033,-115.090966,NV,Clarke,150100000000,NA,Canal/Conduit,1,0.671,3515
C.C. Craigin Dam and Powerplant,WECC,hc0199_p01,NA,AZ00021,34.5544,-111.1838,AZ,Coconino,150200000000,NA,NA,1,3,NA
Davis,WECC,hc0011_p01,152,AZ10309,35.19704427,-114.5706692,AZ,Mohave,150301000000,WALC,Intermediate Peaking,5,254.8,1122303
Hoover Dam (NV),WECC,hc0025_p01,154,NV10122,36.01550974,-114.7380056,NV,Clark,150301000000,WALC,Intermediate Peaking,9,1039.4,2044127.12
Hoover Dam (AZ),WECC,hc0025_p02,8902,NV10122,36.01550974,-114.7380056,AZ,Mohave,150301000000,WALC,Intermediate Peaking,10,1039.4,1713562.82
Parker,WECC,hc0040_p01,447,AZ10312,34.2953344,-114.1402216,CA,San Bernardino,150301000000,WALC,Intermediate Peaking,4,120,443354.35
Drop 1,WECC,hc0104_p01,585,"NA",32.725523,-114.722242,CA,Imperial,150301000000,IID,Canal/Conduit,3,5.7,15956.12
Drop 2,WECC,hc0105_p01,385,"NA",32.725523,-114.722242,CA,Imperial,150301000000,IID,Canal/Conduit,2,10,48152.35
Drop 3,WECC,hc0106_p01,386,"NA",32.725523,-114.722242,CA,Imperial,150301000000,IID,Canal/Conduit,2,9.2,46747.24
Drop 4,WECC,hc0107_p01,387,"NA",32.725523,-114.722242,CA,Imperial,150301000000,IID,Canal/Conduit,2,19.6,96228.24
Siphon Drop,WECC,hc0163_p01,57364,"NA",32.778985,-114.634438,CA,IMPERIAL,150301000000,WALC,Canal/Conduit,2,4.4,15766.89
Headgate Rock,WECC,hc4114_p01,7179,AZ10437,34.16878908,-114.2768217,AZ,La Paz,150301000000,WALC,NA,3,19.5,76917.35
Crosscut,WECC,hc0114_p01,143,"NA",33.439188,-111.945885,AZ,Maricopa,150601000000,SRP,Canal/Conduit,1,3,2821.753333
South Consolidated,WECC,hc0115_p01,100,"NA",33.466463,-111.781074,AZ,Maricopa,150601000000,SRP,Canal/Conduit,1,1.4,1117.79
Roosevelt,WECC,hc0116_p01,149,AZ10317,33.67136061,-111.1607649,AZ,Maricopa,150601000000,SRP,Peaking,1,36,68290.35
Stewart Mountain,WECC,hc0117_p01,150,AZ10318,33.56690922,-111.5346834,AZ,Maricopa,150601000000,SRP,Peaking,1,13,26245.24
Arizona Falls,WECC,hc0180_p01,NA,"NA",33.489875,-111.959097,AZ,Maricopa,150601000000,NA,Canal/Conduit,1,0.75,NA
South Extension Canal Powerhouse,WECC,hc7517_p01,NA,"NA",33.362393,-112.538708,AZ,Maricopa,150701000000,NA,Canal/Conduit,1,0.0096,32
Soda,WECC,hc1003_p01,831,ID00060,42.6442,-111.6956,ID,Caribou,160102000000,PACE,Run-of-river/Upstream Peaking,2,14.5,16695.35
Grace,WECC,hc1004_p01,827,ID00059,42.6167,-111.7667,ID,Caribou,160102000000,PACE,Run-of-river/Upstream Peaking,3,33,78346.71
Oneida,WECC,hc1005_p01,829,ID00068,42.2758,-111.7489,ID,Caribou,160102000000,PACE,Run-of-river,3,30,38782.94
Paris,WECC,hc1066_p01,830,"NA",42.2167,-111.4,ID,Bear Lake,160102000000,NA,Canal/Conduit,1,0.715,1314
Hyrum,WECC,hc1079_p01,3674,UT00377,41.6272,-111.6781,UT,Cache,160102000000,NA,Run-of-river,1,0.5,NA
Cutler,WECC,hc1460_p01,3646,UT00079,41.8167,-111.95,UT,Box Elder,160102000000,PACE,Peaking,2,30,67724.59
Hydro II,WECC,hc1842_p01,7034,"NA",41.7443,-111.7522,UT,Cache,160102000000,PACE,Run-of-river,2,6.6,19447.62
Hydro III,WECC,hc1843_p01,3675,UT00310,41.7531,-111.7233,UT,Cache,160102000000,PACE,Run-of-river,2,1.4,4696.66
Last Chance,WECC,hc1858_p01,987,"NA",42.603336,-111.705286,ID,Caribou,160102000000,PACE,NA,3,1.7,3237.47
Soda Creek,WECC,hc2012_p01,7150,ID00063,42.54,-111.6,ID,Caribou,160102000000,NA,Run-of-river,1,0.35,NA
Soda Spgs-Hooper,WECC,hc2012_p02,845,ID00063,42.54,-111.6,ID,Caribou,160102000000,NA,Run-of-river,1,0.3,NA
Mink Creek Hydro,WECC,hc2034_p01,10325,"NA",42.279,-111.6317,ID,Franklin,160102000000,PACE,Run-of-river,1,3.1,8981.06
Brigham City,WECC,hc4077_p01,3666,UT00196,41.501399,-111.9424094,UT,Box Elder,160102000000,PACE,NA,3,1.8,6077.24
Preston,WECC,hc7143_p01,NA,ID00175,42.1266,-111.8123,ID,Franklin,160102000000,NA,Canal/Conduit,1,0.41,NA
Georgetown,WECC,hc7175_p01,NA,"NA",42.4833,-111.3603,ID,Bear Lake,160102000000,NA,Canal/Conduit,1,0.48,1670
DeWitt Pipeline Hydroelectric Project,WECC,hc7540_p01,NA,"NA",41.744979,-111.787554,UT,Cache,160102000000,NA,Canal/Conduit,1,0.2,930
Box Elder,WECC,hc9040_p01,NA,"NA",41.50132778,-111.9912083,UT,Box Elder,160102000000,NA,Canal/Conduit,1,0.8,4300
Glendale Conduit Hydro Project,WECC,hc9051_p01,NA,"NA",42.132621,-111.775181,ID,Franklin,160102000000,NA,Canal/Conduit,1,0.45,2631
Causey,WECC,hc0120_p01,7548,UT10116,41.29925994,-111.5875146,UT,Weber,160201000000,PACE,NA,2,2.1,4144.59
Wanship,WECC,hc0121_p01,3698,UT10131,40.78836,-111.4053,UT,Summit,160201000000,PACE,NA,1,1.9,7217.88
Gateway,WECC,hc0122_p01,3697,"NA",41.136605,-111.831108,UT,Morgan,160201000000,PACE,NA,2,4,11102.47
Echo Dam,WECC,hc0143_p01,4263,UT10120,40.9646,-111.4334,UT,Summit,160201000000,PACE,NA,3,4.4,8287.71
Pine View Dam,WECC,hc0149_p01,7132,UT10132,41.2545,-111.8448,UT,Weber,160201000000,PACE,Canal/Conduit,1,1.8,5297.35
Pioneer,WECC,hc0149_p02,3656,UT10132,41.234627,-111.924661,UT,Weber,160201000000,PACE,Canal/Conduit,2,5,16780.18
Weber,WECC,hc1118_p01,3661,UT00345,41.137583,-111.885683,UT,Morgan,160201000000,PACE,Run-of-river,1,3.8,13334.06
Silver Creek Hydro Energy Recovery Facility,WECC,hc9106_p01,NA,"NA",40.73336111,-111.4829556,UT,Summit,160201000000,NA,Canal/Conduit,2,0.2,1000
Deer Creek,WECC,hc0012_p01,6404,UT10117,40.40435356,-111.52844640000001,UT,Wasatch,160202000000,WAUW,Intermediate Peaking,2,4.8,22535.76
Spanish Fork,WECC,hc0118_p01,3691,UT00689,40.07333,-111.5883,UT,Utah,160202000000,PACE,Canal/Conduit,3,3.6,10755.35
Payson,WECC,hc0119_p01,3692,"NA",40.01666667,-111.7166667,UT,Utah,160202000000,NA,NA,1,0.4,NA
Jordanelle,WECC,hc0195_p01,61853,UT10204,40.596605,-111.423589,UT,Wasatch,160202000000,PACE,NA,2,13,48158.89
Stairs,WECC,hc1056_p01,3659,"NA",40.62343333,-111.75365,UT,Salt Lake,160202000000,PACE,Run-of-river,1,1,5202.35
Spring Creek,WECC,hc1117_p01,3690,UT00574,40.1606,-111.5745,UT,Utah,160202000000,NA,Canal/Conduit,1,0.5,99
Snake Creek,WECC,hc1175_p01,3673,"NA",40.5605,-111.5289,UT,Wasatch,160202000000,NA,Run-of-river,3,0.8,NA
Snake Creek,WECC,hc1175_p02,3658,"NA",40.5605,-111.5289,UT,Wasatch,160202000000,PACE,Run-of-river,2,1.2,2603.18
Bartholomew,WECC,hc1193_p01,3688,"NA",40.1659,-111.4974,UT,Utah,160202000000,PACE,NA,1,1,2283.59
Hobble Creek,WECC,hc1193_p02,3689,"NA",40.1659,-111.4974,UT,Utah,160202000000,NA,NA,1,0.3,313
Upper Bartholomew,WECC,hc1193_p03,7027,"NA",40.1659,-111.4974,UT,Utah,160202000000,NA,NA,1,0.2,52.001
Nephi,WECC,hc1831_p01,7435,"NA",39.7179,-111.7307,UT,Juab,160202000000,NA,NA,1,0.5,NA
Little Cottonwood,WECC,hc1919_p01,6537,"NA",40.583,-111.8013,UT,Salt Lake,160202000000,PACE,NA,2,4.8,9188.59
Lake Creek,WECC,hc1941_p01,159,"NA",40.4397,-111.3134,UT,Wasatch,160202000000,PACE,Canal/Conduit,1,1.5,3825.24
Nephi Culinary System,WECC,hc2018_p01,7434,"NA",39.7147,-111.7874,UT,Juab,160202000000,NA,Canal/Conduit,1,0.2,NA
Unit 3,WECC,hc2063_p01,7016,UT50421,39.547,-111.4223,UT,Sanpete,160202000000,NA,NA,1,0.225,NA
Granite,WECC,hc2163_p01,3651,"NA",40.619214,-111.782037,UT,Salt Lake,160202000000,PACE,Canal/Conduit,1,2,6217.59
Cherry Grove Powerhouse,WECC,hc7475_p01,NA,"NA",39.9722,-111.5125,UT,Utah,160202000000,NA,Canal/Conduit,1,0.224,1726
Big Willow Hydroelectric Project,WECC,hc7548_p01,NA,"NA",40.539871,-111.818655,UT,Salt Lake County,160202000000,NA,Canal/Conduit,1,0.511,1414.329
Granite Creek Diversion,WECC,hc7339_p01,NA,"NA",39.7778,-113.8614,UT,Juab,160203000000,NA,NA,1,0.125,495
Granite Creek Powerhouse,WECC,hc7463_p01,NA,UT00123,39.7838,-113.792,UT,Juab,160203000000,NA,Canal/Conduit,1,0.35,NA
Lower Monroe,WECC,hc1062_p01,3679,"NA",38.5988,-112.084,UT,Sevier,160300000000,NA,Run-of-river,1,0.26,NA
Upper Beaver,WECC,hc1073_p01,3643,UT00371,38.2858,-112.4433,UT,Beaver,160300000000,PACE,NA,2,2.5,8964.65
Center Creek,WECC,hc1094_p01,3685,"NA",37.749,-112.791,UT,Iron,160300000000,NA,Run-of-river/Peaking,1,0.6,NA
Upper Monroe,WECC,hc1115_p01,3680,"NA",38.6157,-112.0433,UT,Sevier,160300000000,NA,Run-of-river,1,0.26,NA
Beaver City Lower,WECC,hc1123_p01,6536,"NA",38.2611,-112.5205,UT,Beaver,160300000000,NA,Peaking,1,0.275,NA
Red Creek,WECC,hc1702_p01,6538,UT00255,37.8669,-112.681,UT,Iron,160300000000,NA,Run-of-river,1,0.6,NA
Ephraim City,WECC,hc1937_p01,925,"NA",39.3429,-111.5109,UT,Sanpete,160300000000,PACE,NA,2,2.8,3926.64
Manti Canyon Lower,WECC,hc1996_p01,1020,"NA",39.2605,-111.5923,UT,Sanpete,160300000000,PACE,NA,2,1.2,1893
Manti Canyon Upper,WECC,hc1997_p01,3676,"NA",39.256100000000004,-111.6218,UT,Sanpete,160300000000,PACE,NA,2,1.6,3342.47
Cobble Rock,WECC,hc2047_p01,7586,"NA",39.5534,-111.8332,UT,Juab,160300000000,NA,Canal/Conduit,1,0.11,666.9
Pigeon Creek,WECC,hc2048_p01,7787,"NA",39.5582,-111.834,UT,Juab,160300000000,NA,Canal/Conduit,1,0.21,1001
Upper-Unit,WECC,hc2062_p01,3682,UT00507,39.5273,-111.3397,UT,Sanpete,160300000000,NA,NA,1,0.175,NA
Unit 4,WECC,hc2062_p02,7015,UT00507,39.5273,-111.3397,UT,Sanpete,160300000000,PACE,NA,1,1.3,3515
Lower-Unit,WECC,hc2064_p01,3681,UT00508,39.5328,-111.3583,UT,Sanpete,160300000000,NA,NA,1,0.15,NA
Beaver Mid Hydro 2,WECC,hc2075_p01,3664,"NA",38.2697,-112.4805,UT,Beaver,160300000000,NA,Run-of-river,1,0.625,NA
Ephraim City No. 3,WECC,hc2106_p01,3668,"NA",39.3485,-111.5619,UT,Sanpete,160300000000,NA,NA,1,0.2,NA
Sixmile Creek Diversion,WECC,hc7211_p01,NA,"NA",39.2121,-111.6073,UT,Sanpete,160300000000,NA,NA,2,0.65,2355
Monroe Cold Spring,WECC,hc7573_p01,NA,"NA",38.6057,-112.0956,UT,Sevier,160300000000,NA,Canal/Conduit,1,0.037,229
Humboldt River Hydropower Project,WECC,hc0174_p01,NA,NV10124,40.4697,-118.3078,NV,Pershing,160401000000,NA,Run-of-river,1,0.75,2900
Trout Creek,WECC,hc1074_p01,2346,"NA",41.0743,-115.0989,NV,Elko,160401000000,NA,NA,1,1,NA
Frank Hooper Forebay,WECC,hc7144_p01,NA,"NA",40.7846,-115.3684,NV,Elko,160401000000,NA,Canal/Conduit,1,0.6728,1773.9
Stampede,WECC,hc0048_p01,7066,CA10192,39.47044691,-120.1045501,CA,Sierra,160501000000,WALC,Run-of-river/Peaking,2,3.6,10574.47
Fleish,WECC,hc4108_p01,6513,"NA",39.481019,-119.992729,NV,Washoe,160501000000,NEVP,NA,1,2,13332.97
Verdi,WECC,hc4109_p01,6531,"NA",39.523879,-119.980544,NV,WASHOE,160501000000,NEVP,NA,1,2.4,13847.69
Washoe,WECC,hc4110_p01,6532,"NA",39.506218,-119.93455,NV,Washoe,160501000000,NEVP,NA,2,2.6,10175.23
New Lahontan,WECC,hc0113_p01,50261,NV10123,39.4629,-119.0658,NV,Churchill,160502000000,NEVP,NA,1,4,10475
Lahontan,WECC,hc0113_p02,6521,NV10123,39.4629,-119.0658,NV,CHURCHILL,160502000000,NEVP,NA,3,1.8,2933.47
CHYDRO,WECC,hc9037_p01,NA,"NA",38.77421111,-119.7930556,CA,Alpine,160502000000,NA,Canal/Conduit,1,0.055,NA
