EIA_ID,lead,NSE,KGE,r2,RMSE,PBIAS,type
584,5,0.9630556231634178,0.9801994197721627,0.9814420064480799,7.276068386038936,0.3,Persistence
584,6,0.9549137370788073,0.9774368846824432,0.9774502253347445,7.991675335704977,0.1,Persistence
809,0,0.9956486952116191,0.9953646380074791,0.9978462551258191,13.094511696667672,-0.4,Persistence
809,1,0.9855246440526251,0.9870211531089529,0.9928597082712116,24.021286190341105,-1,Persistence
809,2,0.978268939325775,0.9798416517651193,0.989191326376969,29.721205995407264,-1,Persistence
809,3,0.9703248867931888,0.974309236483306,0.9851107951823418,34.942307418571836,-0.6,Persistence
809,4,0.9637634284673631,0.9751167353138872,0.9817310311710077,38.477487509736726,-0.4,Persistence
809,5,0.9571832410610147,0.9770838606128549,0.9784574664411598,41.453815500225254,-0.1,Persistence
809,6,0.9478592553537599,0.97393143508052,0.9739317150402526,45.38940662643147,-0,Persistence
811,0,0.995480199840235,0.9928533453097845,0.9977789761837802,34.838030040389796,-0.1,Persistence
811,1,0.9830939925564831,0.9888839770671457,0.9916363161863744,67.40213379792493,-0.4,Persistence
811,2,0.9720372841127374,0.9854090986845188,0.9860352769597291,87.26174695221971,-0.4,Persistence
811,3,0.962135420268427,0.9791518944961861,0.9809553280954992,102.33294360151974,-0.3,Persistence
811,4,0.9466780472369354,0.9704297990387306,0.9730863744630711,121.94851170759092,-0.1,Persistence
811,5,0.9342776083632537,0.9658073607261051,0.9668927169785335,134.88764801105924,-0,Persistence
811,6,0.9277775004811389,0.9638934394581472,0.963893855994999,140.17363191270496,-0,Persistence
812,0,0.9958979945144248,0.9924000318559634,0.997991424554494,19.218442259920536,-0.2,Persistence
812,1,0.987836309080519,0.9799925230576263,0.9942349419574471,32.75954805303145,-0.8,Persistence
812,2,0.978721543039606,0.9733155444756653,0.9899547606242076,43.132525483351614,-1.1,Persistence
812,3,0.9711938550179213,0.9748341460789219,0.9861135894185084,50.27081558065932,-0.5,Persistence
812,4,0.9670007427017512,0.97915927221207,0.9837983021496498,54.19573871558396,0.2,Persistence
812,5,0.9640959665838575,0.9811584400226605,0.982174333861146,56.9230191236132,0.1,Persistence
812,6,0.9573342463202679,0.9786669852811887,0.9786669868302934,62.42561477451876,0,Persistence
813,0,0.9507822027064424,0.9688526546009635,0.9760690885416305,3.6394341511193136,0.3,Persistence
813,1,0.8510656596055182,0.9233787884104468,0.9276827098538032,6.2967148366691585,0.2,Persistence
813,2,0.7608204487027072,0.8807305884965133,0.8807740039346905,8.1566818090092,-0.1,Persistence
813,3,0.7032509753829687,0.8482409588677011,0.8492325832929306,9.269658063254658,-0.4,Persistence
813,4,0.6601723404629045,0.8252238726764722,0.8265813225255254,9.967001669305196,-0.2,Persistence
813,5,0.6496547355448492,0.8215658894865259,0.8222304601008649,10.055190085873166,-0.2,Persistence
813,6,0.6337309114922799,0.8168278043862411,0.8168279872651165,10.126068333622982,0,Persistence
816,0,0.9960274448345965,0.9939184060695735,0.9980452226928579,17.60002229607251,-0.4,Persistence
816,1,0.9856595162571492,0.9921966830372894,0.992857121653984,33.480877695199105,0,Persistence
816,2,0.9748355076803962,0.9846342948131078,0.987480781437556,44.52575799515385,0.9,Persistence
816,3,0.9693236683689808,0.9801543507225519,0.9847196630746321,49.372190981555534,1.2,Persistence
816,4,0.9668628141469184,0.9797959507534858,0.9833923478069923,51.467021391963286,0.8,Persistence
816,5,0.9630005726364423,0.9798282806137028,0.9814068764616168,54.325752936905126,0.4,Persistence
816,6,0.9579433905176138,0.9789734499849295,0.9789738480739476,57.510720376184885,-0,Persistence
829,0,0.9633960377001238,0.9577323825021862,0.9818064095929243,4.227261028383872,-1.3,Persistence
829,1,0.9394501155866561,0.9410013663260879,0.9695921556041321,5.505899190620103,-1.6,Persistence
829,2,0.9280698026326494,0.948752843995797,0.9635458770208168,5.905545464338381,-1.6,Persistence
829,3,0.9188696906763685,0.9546173641261326,0.9590882808999198,6.155309220142336,-1.4,Persistence
829,4,0.9229452201416526,0.9590166082677835,0.9612486705840592,5.9654262989650055,-1,Persistence
829,5,0.9179410423542138,0.958822633723417,0.9589007275628895,6.11380898550437,-0.2,Persistence
829,6,0.8946177816310539,0.9473068890903117,0.9473072159541452,6.916193910553911,0,Persistence
831,0,0.9810177157881513,0.9707422449636927,0.990644192558102,2.9303710870110615,-0.6,Persistence
831,1,0.9582575679100308,0.970899375447399,0.9789158578780597,4.312593654082195,-0.4,Persistence
831,2,0.9408426840669535,0.9696290854558164,0.9706752000480986,4.99487976616916,0.2,Persistence
831,3,0.9364446612703561,0.9617474232634468,0.9691605400878185,5.1046610243728745,0.6,Persistence
831,4,0.9304913427091809,0.9600646983418101,0.9661706394303654,5.345670322996694,0.6,Persistence
831,5,0.8955265761493618,0.9439095741078234,0.9492385101159563,6.535369039776892,0.5,Persistence
831,6,0.8433642855842671,0.9216795098092403,0.921679674694471,8.18932901486147,0,Persistence
835,0,0.9378686441011568,0.9639313130250838,0.9685989600060156,46.452996795784195,-0.8,Persistence
835,1,0.7872428156272876,0.8918137856062986,0.8928076771977276,85.34129663968461,-1.2,Persistence
835,2,0.6570778823619281,0.8290879651543848,0.8292225835160537,106.99144481492293,-0.6,Persistence
